公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"US11403943B2","US16/928861","Method and system for vehicle navigation using information from smart node","20200714","20220802","20220802","G08G  1/01 | G08G  1/0967 | G08G  1/087 | G08G  1/04 | G08G  1/056","G08G","G08G1/096725 | G08G1/0116 | G08G1/0133 | G08G1/0145 | G08G1/04 | G08G1/056 | G08G1/087","G08G1","28","Argo AI, LLC","argo ai","Foley; Sean | Biala; Ilan | Laverne; Michel | Hays; James | Browning; Brett","Foley","21","0","8","13","0","0","有效","6","25",
"US11402472B2","US16/385048","Polarization sensitive LiDAR system","20190416","20220802","20220802","G01C  3/08 | G01S  7/481 | G01S  7/48 | G01S  7/499 | G01S 17/06 | G02B 27/10","G01C","G01S7/4811 | G01S7/4802 | G01S7/4815 | G01S7/499 | G01S17/06 | G02B27/10","G01S7","6","Argo AI, LLC","argo ai","Negoita; Viorel C. | Trowbridge; Christopher John | Kamerman; Gary W.","Negoita","21","0","0","21","0","0","有效","4","18",
"US11368672B2","US17/020297","Validation of a camera cleaning system","20200914","20220621","20220621","H04N  7/18 | H04N 17/00 | G06K  9/62 | G06V 10/25","H04N","H04N17/002 | G06K9/6215 | G06V10/25","H04N17","17","ARGO AI, LLC","argo ai","Yautz; Dustin Ryan | Wagner; Morgan M. | Thong; Eric K. | St. John; Christopher N.","Yautz","19","1","0","19","1","0","有效","4","16",
"US11363099B2","US17/097699","Methods and systems for enabling publish-subscribe message transmission in a distributed environment","20201113","20220614","20220614","H04L 67/1095 | H04L 67/1097 | B25J  9/16 | H04L 67/01 | H04L 67/55 | H04L 67/568","H04L","H04L67/1095 | B25J9/1602 | H04L67/01 | H04L67/1097 | H04L67/55 | H04L67/568","H04L67","23","Argo AI, LLC","argo ai","Nortman; Randall","Nortman","18","0","0","18","0","0","有效","5","19",
"US11361484B1","US17/111899","Methods and systems for ground segmentation using graph-cuts","20201204","20220614","20220614","G06T 11/20 | G06T  7/10 | G06V 20/56","G06T","G06T11/206 | G06T7/10 | G06V20/56 | G06T2200/24 | G06T2207/30252","G06T11","27","Argo AI, LLC","argo ai","Peterson; John","Peterson","10","0","0","10","0","0","有效","3","11",
"US11361201B2","US17/066193","Systems and methods for determining an object type and an attribute for an observation based on fused sensor data","20201008","20220614","20220614","G06K  9/62 | G06V 20/58 | G05D  1/02","G06K","G06K9/6292 | G05D1/0248 | G06K9/6278 | G06V20/58","G06K9","20","Argo AI, LLC","argo ai","Wyffels; Kevin Lee","Wyffels","26","0","0","26","0","0","有效","3","23",
"US11358598B2","US17/060817","Methods and systems for performing outlet inference by an autonomous vehicle to determine feasible paths through an intersection","20201001","20220614","20220614","B60W 30/18 | B60W 60/00","B60W","B60W30/18159 | B60W60/0011 | B60W2552/53 | B60W2556/40","B60W30","34","Argo AI, LLC","argo ai","Hartnett; Andrew T. | Carr; G. Peter K. | Foil; Greydon | Savtchenko; Constantin","Hartnett","62","0","1","61","0","0","有效","3","13",
"US11354473B1","US17/160758","Method and system for designing a robotic system architecture with optimized system latency","20210128","20220607","20220607","G06F 30/327 | G06F  8/20 | G06F 30/337 | G06F117/08","G06F","G06F30/327 | G06F8/20 | G06F30/337 | G06F2117/08","G06F30","24","Argo AI, LLC","argo ai","Ziglar; Jason","Ziglar","2","1","0","2","0","1","有效","2","17",
"US11341682B2","US16/993044","Testing and validation of a camera under electromagnetic interference","20200813","20220524","20220524","G06T  7/80 | G06T  7/00 | G06K  9/62 | H04N  5/357 | G01R 29/08 | G01R 31/00 | G06V 20/20 | G06V 20/56","G06T","G06T7/80 | G06K9/6215 | G06K9/6262 | G06T7/0002 | G06V20/20 | G06V20/56","G06T7","20","ARGO AI, LLC","argo ai","St. John; Christopher N. | Wagner; Morgan M.","St. John","30","0","0","30","0","0","有效","3","17",
"US11335141B2","US16/660133","Checkpoint-based tracing for monitoring a robotic system","20191022","20220517","20220517","G01M 17/00 | G06F  7/00 | G06F 19/00 | G07C  5/08 | G05D  1/00 | G05D  1/02 | G05B 23/02","G01M","G07C5/0841 | G05B23/0264 | G05D1/0088 | G05D1/0246","G07C5","20","Argo AI, LLC","argo ai","Binet; Guillaume | Meyer; Nicholas J. | Nortman; Randall","Binet","14","0","0","14","0","0","有效","4","18",
"US11332132B2","US16/556321","Method of handling occlusions at intersections in operation of autonomous vehicle","20190830","20220517","20220517","B60W 30/095 | B60W 30/18 | B60W 30/09 | G08G  1/16 | G05D  1/00","B60W","B60W30/0956 | B60W30/09 | B60W30/18154 | G05D1/0055 | G05D1/0088 | G08G1/166 | B60W2554/00 | B60W2720/10 | G05D2201/0213","B60W30","20","Argo AI, LLC","argo ai","Petroff; Thomas | Seegmiller; Neal | Costa; Albert | Cunningham; Christopher | Carr; G. Peter K. | Bardapurkar; Sameer","Petroff","24","0","0","24","0","0","有效","4","32",
"US11233076B2","US16/002816","Geiger-mode focal plane array with monolithically integrated resistors","20180607","20220125","20220125","H01L 27/144 | H01L 31/107 | H01L 31/02 | G01J  1/44 | H01C  7/00 | H01L 27/146","H01L","H01L27/1446 | G01J1/44 | H01L31/02027 | H01L31/107 | G01J2001/448 | G01J2001/4466 | H01C7/006 | H01L27/14609","H01L27","12","ARGO AI, LLC","argo ai","Itzler; Mark Allen | Piccione; Brian | Jiang; Xudong | Slomkowski; Krystyna","Itzler","3","1","0","3","0","1","有效","3","14",
"US11210571B2","US16/817708","Using rasterization to identify traffic signal devices","20200313","20211228","20211228","G06K  9/62 | G06N  3/08 | G06K  9/00","G06K","G06K9/6288 | G06K9/00825 | G06K9/6256 | G06N3/08","G06K9","20","Argo AI, LLC","argo ai","Kwant; Richard L.","Kwant","27","2","0","27","1","1","有效","3","16",
"US11209817B2","US16/403943","Method and system for real-time diagnostics and fault monitoring in a robotic system","20190506","20211228","20211228","G05D  1/00 | G07C  5/08 | G07C  5/02","G05D","G05D1/0061 | G05D1/0088 | G07C5/02 | G07C5/08 | G05D2201/0213","G05D1","20","Argo AI, LLC","argo ai","Nortman; Randall | Dacko; Michael","Nortman","18","0","0","18","0","0","有效","6","19",
"US11180162B1","US16/868801","Systems and methods for controlling vehicles using an amodal cuboid based algorithm","20200507","20211123","20211123","B60W 60/00 | G06F 17/11 | G06K  9/00","B60W","B60W60/0011 | B60W60/0025 | G06F17/11 | G06K9/00805","B60W60","18","Argo AI, LLC","argo ai","Player; Kevin James","Player","9","0","1","8","0","0","有效","3","29",
"US11172193B1","US17/111974","Method and system to calibrate camera devices of a vehicle vision system using a programmable calibration target device","20201204","20211109","20211109","H04N 17/00 | H04N  5/232 | G06T  7/80","H04N","H04N17/002 | G06T7/80 | H04N5/232939 | G06T2207/30204","H04N17","20","Argo AI, LLC","argo ai","Reddy; Dikpal | Miao; Hsin | Chang; Yu-Wei | Ding; Erli | Gardiner; Koji","Reddy","31","1","0","31","0","1","有效","1","17",
"US11167754B2","US16/547712","Systems and methods for trajectory based safekeeping of vehicles","20190822","20211109","20211109","B60W 30/09 | G05D  1/00 | B60W 30/095 | G05D  1/02","B60W","B60W30/09 | B60W30/0956 | G05D1/0088 | G05D1/0214 | B60W2554/00 | B60W2554/804","B60W30","20","Argo AI, LLC","argo ai","Costa; Albert | Ollis; Mark | Petroff; Thomas | Browning; Brett","Costa","37","0","0","37","0","0","有效","7","9",
"US11164403B2","US16/403937","Method and system for real-time diagnostics and fault monitoring in a robotic system","20190506","20211102","20211102","G07C  5/08","G07C","G07C5/0808","G07C5","20","Argo AI, LLC","argo ai","Nortman; Randall | Dacko; Michael","Nortman","12","0","0","12","0","0","有效","6","14",
"US11164369B2","US16/722641","Methods and systems for constructing map data using poisson surface reconstruction","20191220","20211102","20211102","G06T 15/00 | G06T 17/05 | G06T 17/20 | G06T  5/00 | G05D  1/00 | G01S 13/89 | G05D  1/02 | G01S 17/89 | B60W 60/00","G06T","G06T17/05 | G01S13/89 | G01S17/89 | G05D1/0088 | G05D1/0214 | G06T5/005 | G06T17/20 | B60W60/001 | G05D2201/0213 | G06T2210/56","G06T17","33","Argo AI, LLC","argo ai","Hu; Xiaoyan | Happold; Michael | Manela; Joshua Max | Hotson; Guy","Hu","13","2","0","13","0","2","有效","4","22",
"US11163551B1","US17/069483","Systems and methods for improved smart infrastructure data transfer","20201013","20211102","20211102","G06F  9/445 | G06F  8/65 | H04L 29/08","G06F","G06F8/65 | H04L67/34","G06F8","20","ARGO AI, LLC","argo ai","Biala; Ilan | Laverne; Michel H. J.","Biala","15","0","0","15","0","0","有效","2","8",
"US11144375B2","US16/155229","Execution sequence integrity parameter monitoring system","20181009","20211012","20211012","G06F 11/00 | G06F 11/07 | G06F 21/57 | G06F  9/30 | G06F 11/30","G06F","G06F11/0751 | G06F9/30007 | G06F11/0772 | G06F11/3089 | G06F21/57","G06F11","20","Argo AI, LLC","argo ai","Hu; Ching Yee","Hu","27","0","0","27","0","0","有效","9","19",
"US11138085B2","US16/155199","Execution sequence integrity monitoring system","20181009","20211005","20211005","G06F 11/00 | G06F 11/28 | G06F 11/07 | H04L  9/06","G06F","G06F11/28 | G06F11/0736 | G06F11/0751 | G06F11/0793 | H04L9/0643","G06F11","22","Argo AI, LLC","argo ai","Hu; Ching Yee","Hu","31","0","0","31","0","0","有效","9","25",
"US11131993B2","US16/425132","Methods and systems for trajectory forecasting with recurrent neural networks using inertial behavioral rollout","20190529","20210928","20210928","G06N  3/08 | G05D  1/00 | G05D  1/02 | B60W 50/00","G06N","G05D1/0088 | B60W50/0097 | G05D1/0221 | B60W2554/00 | G05D2201/0213","G05D1","30","Argo AI, LLC","argo ai","Singh; Jagjeet | Hartnett; Andrew T. | Carr; G. Peter K. | Bak; Slawomir W.","Singh","19","1","0","19","0","1","有效","4","12",
"US11120280B2","US16/802970","Geometry-aware instance segmentation in stereo image capture processes","20200227","20210914","20210914","G06K  9/00 | G06T  7/593 | G06T  7/11 | B60R  1/00","G06K","G06K9/00805 | B60R1/00 | G06T7/11 | G06T7/593 | B60R2300/107 | G06T2207/10028 | G06T2207/30261","G06K9","19","Argo AI, LLC","argo ai","Hu; Xiaoyan | Happold; Michael | Wu; Cho-Ying","Hu","65","1","0","65","0","1","有效","4","27",
"US11112490B2","US16/383829","Apparatus for joint calibration of radar and camera systems for autonomous vehicle applications","20190415","20210907","20210907","G01S  7/40 | B60R 11/04 | G05D  1/02 | G01S 13/86 | G01S 13/931 | G01S 17/931","G01S","G01S7/40 | B60R11/04 | G01S13/865 | G01S13/867 | G01S13/931 | G01S17/931 | G05D1/0248 | G05D1/0257","G01S7","22","Argo AI, LLC","argo ai","Vu; Duc | Reddy; Dikpal | Hartman; Cole","Vu","44","1","0","44","0","1","有效","4","6",
"US11077833B2","US16/223660","Systems and methods for thermal management of vehicle sensor devices","20181218","20210803","20210803","B60S  1/56 | B60S  1/48 | G05D 23/19 | B60S  1/50 | G02B 27/00","B60S","B60S1/56 | B60S1/488 | B60S1/50 | G05D23/1919 | G02B27/0006","B60S1","22","Argo AI, LLC","argo ai","Jackson; Kenneth J. | Yautz; Dustin","Jackson","47","0","2","45","0","0","有效","10","15",
"US11072326B2","US16/547718","Systems and methods for trajectory based safekeeping of vehicles","20190822","20210727","20210727","B60W 30/09 | B60W 30/095","B60W","B60W30/09 | B60W30/0956 | B60W2554/00","B60W30","21","ARGO AI, LLC","argo ai","Costa; Albert | Ollis; Mark | Petroff; Thomas | Browning; Brett","Costa","32","0","0","32","0","0","有效","7","11",
"US11046304B2","US16/403719","Rider selectable ride comfort system for autonomous vehicle","20190506","20210629","20210629","B60W 30/02 | G05D  1/00 | B60W 30/18 | B60W 10/20 | B60W 10/04 | B60W 10/18","B60W","B60W30/025 | B60W10/04 | B60W10/18 | B60W10/20 | B60W30/18109 | B60W30/18145 | G05D1/0088 | B60W2400/00 | B60W2710/18 | B60W2710/205 | B60W2720/106 | G05D2201/0213","B60W30","23","Argo AI, LLC","argo ai","Kassar; Alice | Salesky; Bryan | Varnhagen; Scott Julian","Kassar","15","0","0","15","0","0","有效","4","21",
"US11016804B2","US16/530153","Ahead of time scheduling process for autonomous vehicles","20190802","20210525","20210525","G06F  9/48 | G05D  1/00","G06F","G06F9/4881 | G05D1/0088 | G06F9/485","G06F9","16","Argo AI, LLC","argo ai","Televitckiy; Evgeny | Binet; Guillaume","Televitckiy","5","0","0","5","0","0","有效","2","15",
"US11016496B2","US16/380180","Transferring synthetic LiDAR system data to real world domain for autonomous vehicle training applications","20190410","20210525","20210525","G05D  1/02 | G06F 30/20 | G01S 17/90 | G06K  9/00 | G09B  9/05 | G05D  1/00","G05D","G05D1/0221 | G01S17/90 | G05D1/0088 | G06F30/20 | G05D2201/0213","G05D1","20","Argo AI, LLC","argo ai","Chen; Kevin | Hays; James | Yumer; Ersin","Chen","11","1","0","11","0","1","有效","4","13",
"US11009592B2","US15/614814","LiDAR system and method","20170606","20210518","20210518","G01S  7/48 | G01S  7/481 | G01S 17/42 | G01S 17/89 | G01S  7/4863 | G01S 17/10 | G01S 17/931","G01S","G01S7/4817 | G01S7/4863 | G01S17/10 | G01S17/42 | G01S17/89 | G01S17/931","G01S7","14","ARGO AI, LLC","argo ai","Wilton; Samuel Richard | Kotelnikov; Evgenii Yuryevich | Kudryashov; Igor","Wilton","1","0","0","1","0","0","有效","1","27",
"US11007841B2","US16/223643","Systems and methods for thermal management of vehicle sensor devices","20181218","20210518","20210518","B60H  1/00 | B60S  1/08 | B60R 11/04 | B60S  1/56 | B60S  1/48","B60H","B60H1/0025 | B60R11/04 | B60S1/0848 | B60H1/00271 | B60S1/488 | B60S1/56","B60H1","9","Argo AI, LLC","argo ai","Jackson; Kenneth J. | Yautz; Dustin","Jackson","47","1","2","45","1","0","有效","10","17",
"US11003928B2","US16/535335","Using captured video data to identify active turn signals on a vehicle","20190808","20210511","20210511","G06K  9/00 | G06K  9/62 | G06T 11/20 | G06T  7/70 | G06T  7/20 | G06T  7/00 | G06T  7/90 | G05D  1/02 | G05D  1/00","G06K","G06K9/00825 | G05D1/0088 | G05D1/0231 | G06K9/00718 | G06K9/6212 | G06K9/6267 | G06T7/20 | G06T7/70 | G06T7/90 | G06T7/97 | G06T11/20 | G05D2201/0213 | G06T2207/10016 | G06T2207/20084 | G06T2207/30244 | G06T2207/30252 | G06T2210/12","G06K9","20","Argo AI, LLC","argo ai","Littman; Rotem | Saban; Gilad | Presman; Noam | Berman; Dana | Kagan; Asaf","Littman","9","0","0","9","0","0","有效","6","19",
