公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"US11536845B2","US16/235564","LIDAR systems with multi-faceted mirrors","20181228","20221227","20221227","G01S 17/931 | G01C  3/06 | G01S 17/10 | G01S 17/42 | G01S  7/481 | G01S  7/48 | G01S 17/89","G01S","G01S17/931 | G01C3/06 | G01S7/4808 | G01S7/4813 | G01S7/4815 | G01S7/4816 | G01S7/4817 | G01S17/10 | G01S17/42 | G01S17/89","G01S17","25","Waymo LLC","google","Gassend; Blaise | Shepard; Ralph H. | Lenius; Samuel | Davis; Ryan","Gassend","0","0","0","0","0","0","有效","0","20",
"US11536834B2","US16/671399","Limitation of noise on light detectors using an aperture","20191101","20221227","20221227","G01S  7/481 | G01S  7/486 | G01S 17/08 | G01S 17/10 | G01J  3/02 | G01J  1/04 | G01S  7/4863 | G01S 17/42 | G01J  1/42 | G01J  1/44","G01S","G01S17/08 | G01J1/0411 | G01J1/0414 | G01J1/0422 | G01J1/0437 | G01J1/0448 | G01J1/0474 | G01J1/0488 | G01J1/4228 | G01J1/44 | G01J3/0208 | G01J3/0229 | G01S7/481 | G01S7/4816 | G01S7/4863 | G01S7/4868 | G01S17/10 | G01S17/42 | G01J2001/442 | G01J2001/4466","G01S17","19","Waymo LLC","google","Droz; Pierre-Yves | Gassend; Blaise | Onal; Caner | Hutchison; David","Droz","0","0","0","0","0","0","有效","0","16",
"US11536809B1","US16/778707","Rotatable mirror assemblies","20200131","20221227","20221227","G02B  7/18 | G01S  7/481 | G02B 26/12","G02B","G01S7/4817 | G02B7/181 | G02B26/12","G01S7","20","Waymo LLC","google","Droz; Pierre-yves | Ulrich; Drew E.","Droz","0","0","0","0","0","0","有效","0","18",
"US11536807B2","US16/569872","Systems and methods for modifying LIDAR field of view","20190913","20221227","20221227","G01S  7/481 | G01S 17/10 | G02B 26/10","G01S","G01S7/4817 | G01S7/4813 | G01S17/10 | G02B26/101","G01S7","22","Waymo LLC","google","Gassend; Blaise | Sulack; Stephen | Souliere; Jonathan","Gassend","0","0","0","0","0","0","有效","0","18",
"US11535276B2","US17/013996","Methods and systems for using remote assistance to maneuver an autonomous vehicle to a location","20200908","20221227","20221227","B60W 60/00 | G05D  1/00","B60W","B60W60/0011 | G05D1/0016 | G05D1/0022 | G05D1/0044 | G05D2201/0213","B60W60","17","Waymo LLC","google","Sucan; Ioan-Alexandru | Herbach; Joshua | Winter; Collin","Sucan","0","0","0","0","0","0","有效","0","15",
"US11535204B1","US15/217298","Cleaning device for spinning surface","20160722","20221227","20221227","B60S  1/62 | B08B  1/00 | B08B  3/02 | G02B 27/00","B60S","B60S1/62 | B08B1/006 | B08B3/02 | G02B27/0006","B60S1","23","Waymo LLC","google","Lombrozo; Peter Craig","Lombrozo","0","0","0","0","0","0","有效","0","13",
"US11531894B1","US17/013117","Neural networks for object detection","20200904","20221220","20221220","G06T  7/73 | G06N  3/08 | G06K  9/62 | G06N  3/04 | G06V 10/75 | G06V 20/56","G06T","G06N3/08 | G06K9/627 | G06N3/04 | G06N3/0454 | G06N3/084 | G06T7/73 | G06T7/74 | G06V10/75 | G06V20/56 | G06T2207/10004 | G06T2207/10024 | G06T2207/20081 | G06T2207/20084","G06N3","20","Waymo LLC","google","Ogale; Abhijit | Krizhevsky; Alexander | Lo; Wan-Yen","Ogale","0","0","0","0","0","0","有效","0","9",
"US11531353B2","US17/112332","Calculating velocity of an autonomous vehicle using radar technology","20201204","20221220","20221220","G05D  1/02 | G01S 13/60 | G01S 13/931 | B60W 10/04 | B60W 10/18 | B60W 10/20 | G01S  7/06 | G01S 13/52 | B60W 50/14 | G05D  1/00 | G08G  1/16 | B62D  6/00 | B62D 15/02 | B62D  6/02","G05D","G05D1/0257 | B60W10/04 | B60W10/18 | B60W10/20 | B62D6/002 | B62D6/02 | B62D15/024 | B62D15/025 | G01S7/06 | G01S13/52 | G01S13/60 | G01S13/931 | G05D1/0223 | G05D1/0246 | G08G1/16 | B60W50/14 | B60W2050/146 | B60W2420/52 | G01S2013/9318 | G01S2013/9319 | G05D1/0088 | G05D1/0274 | G05D2201/0213","G05D1","20","Waymo LLC","google","Smith; L. Donnie | Campbell; Timothy","Smith","0","0","0","0","0","0","有效","0","15",
"US11529973B1","US17/093274","Software application for sensor analysis","20201109","20221220","20221220","B60W 60/00 | G01S 13/89 | G01S 17/89 | G01S 17/58 | G05D  1/02 | G01S 13/58 | G06V 10/22 | G06V 20/58 | G06V 20/56 | G05D  1/00 | G01S 17/931 | G01S 13/931","B60W","B60W60/0025 | G01S13/58 | G01S13/89 | G01S17/58 | G01S17/89 | G05D1/0212 | G06V10/22 | G06V20/58 | G06V20/588 | G01S13/931 | G01S17/931 | G05D1/0088 | G05D2201/0213","B60W60","20","Waymo LLC","google","Dittmer; Jeremy | Evans; Ruffin | Nangia; Vaibhav | Ingram; Benjamin | Chubb; Erik | Winetraub; Yonatan","Dittmer","0","0","0","0","0","0","有效","0","8",
"US11525892B2","US16/456508","Beam homogenization for occlusion resistance","20190628","20221213","20221213","G01S  7/481 | G02B 27/30 | G02B 26/12 | G01S 17/10 | G02B  5/02","G01S","G01S7/4811 | G01S7/4815 | G01S17/10 | G02B5/0252 | G02B5/0278 | G02B26/12 | G02B27/30","G01S7","20","Waymo LLC","google","Gassend; Blaise | Shepard; Ralph H. | Watson; Jason","Gassend","0","0","0","0","0","0","有效","0","27",
"US11524608B1","US16/815685","Moving seats in a vehicle to enhance occupant protection","20200311","20221213","20221213","B60N  2/02 | B60N  2/42 | B60N  2/427 | G05D  1/02 | B60N  2/14 | B60N  2/06","B60N","B60N2/0276 | B60N2/06 | B60N2/14 | B60N2/4207 | B60N2/427 | B60N2/4228 | B60N2/42709 | G05D1/021","B60N2","20","Waymo LLC","google","Larner; Daniel Lynn | McCool; Courtney | Daniel; Thomas | Gupta; Atul | Rivera; Felix Jose Alvarez | Lombrozo; Peter Craig","Larner","0","0","0","0","0","0","有效","0","12",
"US11522330B2","US16/998158","Systems and methods for laser power interlocking","20200820","20221206","20221206","G01S 17/931 | G01S  7/481 | G01S  7/484 | G02B 26/10 | H01S  3/00 | G05D  1/02 | G08G  1/0967 | G05D  1/00","G01S","H01S3/0071 | G01S7/484 | G01S7/4817 | G01S17/931 | G02B26/105 | G05D1/0088 | G05D1/0248 | G05D1/0278 | G08G1/096708","H01S3","20","Waymo LLC","google","Shand; Mark","Shand","0","0","0","0","0","0","有效","0","14",
"US11521130B2","US17/828196","Road condition deep learning model","20220531","20221206","20221206","G06N  3/08 | G06N  5/00 | G06N 20/00 | B60W 40/06 | B60W 60/00 | G05D  1/02","G06N","G06N20/00 | B60W40/06 | B60W60/0015 | G05D1/0231 | G05D1/0255 | G05D1/0257 | G06N3/08 | B60W2420/42 | B60W2420/52 | B60W2420/54 | B60W2555/20 | G05D2201/0213","G06N20","20","Waymo LLC","google","Zhou; Xin | Cooper; Roshni | James; Michael","Zhou","0","0","0","0","0","0","有效","0","13",
"US11521127B2","US16/893664","Road condition deep learning model","20200605","20221206","20221206","G06N  3/08 | G06N  5/00 | G06N 20/00 | B60W 40/06 | B60W 60/00 | G05D  1/02","G06N","G06N20/00 | B60W40/06 | B60W60/0015 | G05D1/0231 | G05D1/0255 | G05D1/0257 | G06N3/08 | B60W2420/42 | B60W2420/52 | B60W2420/54 | B60W2555/20 | G05D2201/0213","G06N20","21","Waymo LLC","google","Zhou; Xin | Cooper; Roshni | James; Michael","Zhou","0","0","0","0","0","0","有效","0","14",
"US11520236B2","US17/474779","Non-telecentric light guide elements","20210914","20221206","20221206","G03F  7/20 | G02B  6/42","G03F","G03F7/702 | G02B6/4214","G03F7","20","Waymo LLC","google","Dunphy; James | Hutchison; David","Dunphy","0","0","0","0","0","0","有效","0","12",
"US11520103B1","US17/411880","Reconfigurable optical signal routing systems using fluid channels between waveguides","20210825","20221206","20221206","G02B  6/12 | H04B 10/071 | G02B  6/35 | G02B  6/293","G02B","G02B6/12004 | G02B6/29332 | G02B6/3568 | H04B10/071","G02B6","20","Waymo LLC","google","Dunphy; James | Hutchison; David","Dunphy","0","0","0","0","0","0","有效","0","7",
"US11520044B2","US16/140535","Waveguide diffusers for LIDARs","20180925","20221206","20221206","G01S 17/02 | G02B 27/09 | G02B  6/122 | G02B  6/12","G01S","G01S17/02 | G02B6/122 | G02B27/0955 | G02B2006/12104","G01S17","20","Waymo LLC","google","Droz; Pierre-Yves | Hutchison; David Neil | Dunphy; James | Golshan; Nathaniel | Shepard; Ralph Hamilton","Droz","0","0","0","0","0","0","有效","0","10",
"US11519739B1","US16/690246","Map reports from vehicles in the field","20191121","20221206","20221206","G01C 21/34 | G06T 17/00 | G01C 21/30 | G06F 16/44 | G01S 19/13 | H04L 67/01 | G01C 21/26","G01C","G01C21/34 | G01C21/30 | G01S19/13 | G06F16/444 | G06T17/005 | H04L67/01 | G01C21/26","G01C21","17","Waymo LLC","google","Chatham; Andrew Hughes","Chatham","0","0","0","0","0","0","有效","0","19",
"US11518395B1","US15/825674","Cross-validating sensors of an autonomous vehicle","20171129","20221206","20221206","B60W 50/02 | G08G  1/16 | B60R  1/00 | B60W 50/14 | H04N  7/18 | G06V 10/98 | G06V 20/56 | B60W 50/00","B60W","B60W50/0205 | B60R1/00 | B60W50/14 | G06V10/98 | G06V20/56 | G08G1/166 | H04N7/181 | B60R2300/8093 | B60W2050/0043 | B60W2050/0215 | B60W2050/146 | B60W2420/42 | B60W2420/52 | B60W2420/62","B60W50","20","Waymo LLC","google","Zhu; Jiajun | Dolgov; Dmitri A. | Urmson; Christopher Paul","Zhu","0","0","0","0","0","0","有效","0","8",
"US11514343B2","US16/916384","Simulating degraded sensor data","20200630","20221129","20221129","G06N  5/04 | B60W 50/00 | G06N 20/00 | G01S  7/48 | G01S  7/02","G06N","G06N5/04 | B60W50/0098 | G06N20/00 | B60W2050/0037 | B60W2050/0052 | B60W2050/0083 | B60W2420/42 | B60W2420/52 | B60W2555/20 | G01S7/02 | G01S7/4808","G06N5","21","Waymo LLC","google","Armstrong-Crews; Nicholas | Safira; Arthur | Mccauley; Alex | Evans; Ruffin","Armstrong-Crews","0","0","0","0","0","0","有效","0","11",
"US11514310B2","US16/231297","Training a classifier to detect open vehicle doors","20181221","20221129","20221129","G06N  3/08 | G06N  3/04","G06N","G06N3/08 | G06N3/04","G06N3","20","Waymo LLC","google","Mao; Junhua | Tsui; Lo Po | Li; Congcong | Walker, Jr.; Edward Stephen","Mao","0","0","0","0","0","0","有效","0","23",
"US11513198B2","US16/240126","LIDAR pulse elongation","20190104","20221129","20221129","G01S 17/02 | G01S 17/93 | G01S  7/486 | G01S  7/497 | G01S  7/4861 | G01S 17/04 | G01S 17/931","G01S","G01S7/4861 | G01S7/497 | G01S17/04 | G01S17/931","G01S7","20","Waymo LLC","google","Wachter; Luke | Droz; Pierre-Yves | Kunz; Clayton","Wachter","0","0","0","0","0","0","有效","0","18",
"US11513196B2","US16/145647","Terrain adaptive pulse power in a scanning LIDAR","20180928","20221129","20221129","G01S  7/48 | G01S  7/484 | G01S 17/931","G01S","G01S7/484 | G01S17/931","G01S7","20","Waymo LLC","google","Shand; Mark Alexander","Shand","0","0","0","0","0","0","有效","0","10",
"US11507102B2","US16/588746","Actively modifying a field of view of an autonomous vehicle in view of constraints","20190930","20221122","20221122","G05D  1/02 | G08G  1/16 | B60R  1/00","G05D","G05D1/0231 | B60R1/00 | G05D1/0214 | G08G1/167 | B60R2300/301 | B60R2300/302 | B60R2300/307","G05D1","17","Waymo LLC","google","Ferguson; David I. | Zhu; Jiajun","Ferguson","106","0","16","90","0","0","有效","17","8",
"US11506731B2","US16/692291","Motor and rotary transformer with shared magnetic core","20191122","20221122","20221122","H02K  1/22 | G01R 33/07 | H01F 38/18 | G01S  7/481 | H02K 11/215 | H02K  1/18 | H02K  1/14 | H02K  1/2786","H02K","G01R33/072 | G01S7/4811 | H01F38/18 | H02K1/146 | H02K1/187 | H02K1/22 | H02K1/2786 | H02K11/215 | H02K2211/00","G01R33","20","Waymo LLC","google","Karplus; Paul Thomas Hansen | Lenius; Samuel","Karplus","18","0","7","11","0","0","有效","1","22",
"US11505109B2","US17/125321","Close-in illumination module","20201217","20221122","20221122","B60Q  1/00 | B60R 11/04 | G03B 15/02 | G01S  7/481","B60Q","B60Q1/0023 | B60R11/04 | G03B15/02 | G01S7/4815","B60Q1","20","Waymo LLC","google","Guidi; Giulia","Guidi","28","0","1","27","0","0","有效","14","9",
"US11500295B2","US17/166743","Systems and methods for contact immersion lithography","20210203","20221115","20221115","G03F  7/20","G03F","G03F7/70341 | G03F7/70925","G03F7","19","Waymo LLC","google","Shi; Hongqin | Tung; Yeh-Jiun | Dunphy; James | Gensoli; Cesar","Shi","30","0","0","30","0","0","有效","8","13",
"US11498585B1","US17/308092","Driveway pullovers for autonomous vehicles","20210505","20221115","20221115","G05D  1/00 | B60W 60/00 | B60W 50/14 | B60W 30/18","G05D","B60W60/001 | B60W30/18009 | B60W50/14 | B60W2555/20","B60W60","20","Waymo LLC","google","Vora; Mishika | Pedersen; Jonathan Lee","Vora","9","0","4","5","0","0","有效","1","20",
"US11496728B2","US17/121861","Aperture health monitoring mode","20201215","20221108","20221108","H04N 17/00 | H04N  5/232 | G06T  7/00 | B08B 13/00 | B08B  1/00 | B08B  3/04 | B08B  5/02 | H04N  7/18","H04N","H04N17/002 | B08B1/006 | B08B3/04 | B08B5/02 | B08B13/00 | G06T7/0002 | H04N5/232122 | H04N7/18","H04N17","18","Waymo LLC","google","Wong; Andy | Dharia; Nirav","Wong","34","0","2","32","0","0","有效","2","15",
"US11494533B2","US16/697428","Simulations with modified agents for testing autonomous vehicle software","20191127","20221108","20221108","G06F 30/20 | G05D  1/00","G06F","G06F30/20 | G05D1/0088 | G05D2201/0213","G06F30","20","Waymo LLC","google","Liu; Xiaoyi | Wang; Menghui | Chu; Yang-hua | Gabrovski; Aleksandar","Liu","28","0","7","21","0","0","有效","3","20",
"US11494317B1","US17/137264","Memory validation","20201229","20221108","20221108","G06F 13/16 | G06F 12/02 | G06F 13/42","G06F","G06F13/1668 | G06F12/0246 | G06F13/4234 | G06F2212/7209","G06F13","22","Waymo LLC","google","Ravikumar; Sabareeshkumar | Sun; Shishuang | Wang; Feng | Zhang; Ji","Ravikumar","35","0","0","35","0","0","有效","0","8",
"US11493922B1","US16/737359","Perimeter sensor housings","20200108","20221108","20221108","G05D  1/00 | G01S 17/86 | G01S  7/481 | G01S 13/86 | G01S  7/02 | G01S 17/89 | G01S 13/89 | G05D  1/02 | B60W 60/00 | B60W 10/18 | B60W 10/20 | H04N  5/235 | G06V 20/58 | G06K  9/62 | B60S  1/56","G05D","G05D1/0088 | B60W10/18 | B60W10/20 | B60W60/001 | G01S7/02 | G01S7/4813 | G01S13/867 | G01S13/89 | G01S17/86 | G01S17/89 | G05D1/0214 | G06V20/58 | H04N5/2354 | B60S1/56 | B60W2420/42 | B60W2420/52 | B60W2710/18 | B60W2710/20 | B60W2720/10 | G01S7/027 | G05D2201/0213 | G06K9/6288","G05D1","23","Waymo LLC","google","Avram; Peter | Toth; Kimberly | Dittmer; Jeremy | Guidi; Giulia","Avram","33","0","5","28","0","0","有效","5","14",
"US11491994B2","US17/024998","Systems and methods for detecting and dynamically mitigating driver fatigue","20200918","20221108","20221108","B60W 40/09 | G05D  1/00 | G06F  3/01 | G06V 20/59","B60W","B60W40/09 | G05D1/0088 | G06F3/013 | G06V20/597 | G05D2201/0213","B60W40","25","Waymo LLC","google","Hutchings; Keith | Mercay; Julien | Nemec; Philip | CaveLie; Hans-olav | Panigrahi; Saswat | Hubert; Renaud-Roland | Engstrom; Johan","Hutchings","35","0","0","35","0","0","有效","11","25",
"US11491909B2","US17/022998","External facing communications for autonomous vehicles","20200916","20221108","20221108","B60Q  1/26 | F21S 10/06 | F21S 10/02 | B60Q  1/54","B60Q","B60Q1/2603 | B60Q1/54 | F21S10/02 | F21S10/06","B60Q1","29","Waymo LLC","google","Moon; Maria | Nemec; Philip | Powell; Ryan | Mai; Bruce","Moon","17","0","3","14","0","0","有效","2","7",
"US11487287B2","US16/799945","Arranging passenger pickups for autonomous vehicles","20200225","20221101","20221101","G05D  1/00 | G08G  1/00 | G06Q 10/02 | G06Q 50/30","G05D","G05D1/0088 | G06Q10/025 | G06Q50/30 | G08G1/202 | G05D2201/0212","G05D1","20","Waymo LLC","google","Pandit; Salil | Patel; Nirmal | Guney; Tacettin Dogacan | Rawlings; Kevin | Feenstra; Laurens Andreas","Pandit","176","0","24","152","0","0","有效","17","10",
