公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"US10632942B1","US16/588940","Autonomous vehicle sensor interface","20190930","20200428","20200428","B60R 16/03 | G05D  1/00 | G06K  9/00 | B60R 16/02 | H04L 29/08","B60R","B60R16/03 | B60R16/0207 | G05D1/0088 | G06K9/00791 | H04L67/12","B60R16","20","Aurora Innovation, Inc.","aurora innovation","Christie; Cameron David | Gunaratne; Anuranga Sajith","Christie","3","4","0","3","1","3","有效","6","18",
"US10521913B2","US15/940516","Relative atlas for autonomous vehicle and generation thereof","20180329","20191231","20191231","G06T  7/12 | G01C 21/32 | G01C 21/36 | G01C 21/30 | G05D  1/00 | G06T  7/162 | G06F 16/29 | G06F 16/28","G06T","G06T7/12 | G01C21/32 | G06F16/284 | G06F16/29 | G06T7/162 | G06T2207/20128","G06T7","51","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael","Eade","21","9","0","21","0","9","有效","21","13",
"US10503760B2","US15/940525","Use of relative atlas in an autonomous vehicle","20180329","20191210","20191210","G06F 16/29 | G01C 21/32 | G05D  1/00 | G01C 21/30 | G01C 21/36 | G06T  7/12 | G06K  9/00 | G06T  7/168 | G06F 16/28","G06F","G06F16/29 | G01C21/30 | G06F16/284 | G06K9/00798 | G06K9/00825 | G06T7/12 | G06T7/168 | G06T2207/30252","G06F16","45","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael | Bagnell; James Andrew","Eade","21","10","0","21","0","10","有效","21","13",
"US10474699B2","US16/271612","Use of relative atlas in autonomous vehicle","20190208","20191112","20191112","G01C 21/00 | G06F 16/29 | G06K  9/00 | G06T  7/168 | G06F 16/28 | G01C 21/30 | G06T  7/12","G01C","G06F16/29 | G01C21/30 | G06F16/284 | G06K9/00798 | G06K9/00825 | G06T7/12 | G06T7/168 | G06T2207/30252","G06F16","20","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael | Bagnell; James Andrew","Eade","21","8","0","21","0","8","有效","21","12",
"US20220326343A1","US17/229338","DETECTION OR CORRECTION FOR MULTIPATH REFLECTION","20210413","20221013",,"G01S  7/02 | G01S  7/48","G01S","G01S7/021 | G01S7/4804 | G01S13/931","G01S7","20","Aurora Innovation, Inc.","aurora innovation","Li; Bo | Curry; James | Wang; Shaogang","Li","0","0","0","0","0","0","公开","1","9",
"US20220171072A1","US17/674537","LIDAR TRANSMIT/RECEIVE SYSTEM","20220217","20220602",,"G01S 17/931 | G01S 17/34 | G01S  7/481 | G05D  1/00 | G01S  7/4912","G01S","G01S17/931 | G01S17/34 | G05D1/0223 | G05D1/0088 | G01S7/4912 | G01S7/4814","G01S17","20","Aurora Innovation, Inc.","aurora innovation","Barber; Zeb | Crouch; Stephen | Kadlec; Emil","Barber","0","0","0","0","0","0","公开","10","15",
"US20220099837A1","US17/132075","Mixed Multiple Input Multiple Output (MIMO) Radar","20201223","20220331",,"G01S 17/931 | G01S 17/89 | G01S 13/58","G01S","G01S17/931 | G01S13/583 | G01S17/89","G01S17","14","Aurora Innovation, Inc.","aurora innovation","Crouch; Stephen | Li; Chunshu","Crouch","0","1","0","0","0","1","公开","1","13",
"US20220099817A1","US17/132071","Distributed Radar Antenna Array Aperture","20201223","20220331",,"G01S 13/42 | G01S 13/931 | G01S 13/58 | G01S  7/35","G01S","G01S13/426 | G01S13/931 | G01S2007/356 | G01S7/354 | G01S13/584","G01S13","20","Aurora Innovation, Inc.","aurora innovation","Crouch; Stephen | Li; Chunshu","Crouch","8","0","0","8","0","0","公开","1","22",
"US20220099795A1","US17/132077","Virtual Antenna Array With Distributed Aperture","20201223","20220331",,"G01S  7/35 | H01Q  3/36 | G01S 13/931 | G01S 13/58 | G01S 13/00","G01S","G01S7/354 | H01Q3/36 | G01S13/426 | G01S13/583 | G01S13/003 | G01S13/931","G01S7","20","Aurora Innovation, Inc.","aurora innovation","Crouch; Stephen | Li; Chunshu","Crouch","0","0","0","0","0","0","公开","1","15",
"US20220024473A1","US17/397461","Generating Testing Instances for Autonomous Vehicles","20210809","20220127",,"B60W 50/04 | G07C  5/08 | B60W 60/00","B60W","B60W50/045 | B60W2050/0028 | B60W60/001 | G07C5/0858","B60W50","19","Aurora Innovation, Inc.","aurora innovation","Valois; Jean-Sebastien | Munoz; Daniel","Valois","0","0","0","0","0","0","公开","3","15",
"US20210405205A1","US17/319709","LIDAR SYSTEM","20210513","20211230",,"G01S 17/931 | G01S  7/4865 | G01S  7/48 | G01S 17/32","G01S","G01S17/931 | G01S17/32 | G01S7/4804 | G01S7/4865","G01S17","20","Aurora Innovation, Inc.","aurora innovation","Barber; Zeb William | Crouch; Stephen C. | Galloway; Ryan Moore | Angus; Edward Joseph | Kadlec; Emil","Barber","0","0","0","0","0","0","有效","4","9",
"US20210405204A1","US17/228346","LIDAR TRANSMIT/RECEIVE SYSTEM","20210412","20211230",,"G01S 17/931 | G01S 17/34 | G01S  7/481 | G05D  1/00 | G01S  7/4912","G01S","G01S17/931 | G01S17/34 | G05D1/0223 | G05D1/0088 | G01S7/4912 | G01S7/4814","G01S17","20","Aurora Innovation, Inc.","aurora innovation","Barber; Zeb | Crouch; Stephen | Kadlec; Emil","Barber","0","0","0","0","0","0","有效","10","15",
"US20210405203A1","US17/228339","LIDAR TRANSMIT/RECEIVE SYSTEM","20210412","20211230",,"G01S 17/931 | G01S 17/34 | G01S  7/481 | G05D  1/00 | G01S  7/4912","G01S","G01S17/931 | G01S17/34 | G05D1/0223 | G05D1/0088 | G01S7/4912 | G01S7/4814","G01S17","20","Aurora Innovation, Inc.","aurora innovation","Barber; Zeb | Crouch; Stephen | Kadlec; Emil","Barber","0","0","0","0","0","0","有效","10","16",
"US20210405202A1","US17/196002","SYSTEMS AND METHODS FOR IQ DETECTION","20210309","20211230",,"G01S 17/931 | G01S 17/34 | G01S  7/481 | G05D  1/00 | G01S  7/4912","G01S","G01S17/931 | G01S17/34 | G05D1/0223 | G05D1/0088 | G01S7/4912 | G01S7/4814","G01S17","20","Aurora Innovation, Inc.","aurora innovation","Barber; Zeb | Crouch; Stephen | Kadlec; Emil","Barber","0","0","0","0","0","0","公开","10","14",
"US20210405156A1","US17/329413","SYSTEMS AND METHODS FOR PULSED-WAVE LIDAR","20210525","20211230",,"G01S  7/484 | G01S  7/481 | G01S 17/26 | G01S 17/58 | G01S 17/931 | G01S 17/34","G01S","G01S7/484 | G01S7/4814 | G01S17/26 | G05D1/0231 | G01S17/931 | G01S17/34 | G01S17/58","G01S7","20","Aurora Innovation, Inc.","aurora innovation","Barber; Zeb | Reibel; Randy | Baker; Devlin | Kadlec; Emil","Barber","0","1","0","0","0","1","有效","7","15",
"US20210286925A1","US17/186577","GENERATING AUTONOMOUS VEHICLE SIMULATION DATA FROM LOGGED DATA","20210226","20210916",,"G06F 30/27 | G07C  5/00 | G06K  9/62 | G07C  5/08 | G06F 30/15","G06F","G06F30/27 | G07C5/008 | G06K9/6259 | G05D1/0221 | G06K9/6264 | G06F30/15 | G07C5/0841","G06F30","18","Aurora Innovation, Inc.","aurora innovation","Wyrwas; John Michael | Smith; Jessica Elizabeth | Box; Simon","Wyrwas","0","3","0","0","0","3","有效","7","17",
"US20210286924A1","US17/119214","GENERATING AUTONOMOUS VEHICLE SIMULATION DATA FROM LOGGED DATA","20201211","20210916",,"G06F 30/27 | G06F 30/15 | G06K  9/62 | G07C  5/00 | G07C  5/08","G06F","G06F30/27 | G06F30/15 | G06K9/6259 | G05D1/0221 | G07C5/008 | G07C5/0841 | G06K9/6264","G06F30","20","Aurora Innovation, Inc.","aurora innovation","Wyrwas; John Michael | Smith; Jessica Elizabeth | Box; Simon","Wyrwas","0","0","0","0","0","0","公开","7","11",
"US20210278513A1","US17/142868","COHERENT SIGNAL COMBINING WITH MULTIPLE-OUTPUTS FOR QUASI-CW LIDAR OPERATION","20210106","20210909",,"G01S  7/4912 | G01S 17/931","G01S","G01S7/4917 | G01S17/931","G01S7","20","Aurora Innovation, Inc.","aurora innovation","Barber; Zeb | Reibel; Randy R. | Kadlec; Emil","Barber","0","0","0","0","0","0","有效","6","10",
"US20210146932A1","US17/135171","Control Of Autonomous Vehicle Based On Determined Yaw Parameter(s) of Additional Vehicle","20201228","20210520",,"B60W 40/04 | B60W 30/095 | G05D  1/02 | G05D  1/00 | G06N 20/00 | G06K  9/62 | G01S 17/931 | G01S 17/89","B60W","B60W40/04 | B60W30/0956 | G05D1/024 | G05D1/0088 | G06N20/00 | B60W2554/4041 | G06K9/6263 | G01S17/931 | G01S17/89 | B60W2554/803 | G06K9/6256","B60W40","20","Aurora Innovation, Inc.","aurora innovation","Smith; Warren | Eade; Ethan | Anderson; Sterling J. | Bagnell; James Andrew | Nabbe; Bartholomeus C. | Urmson; Christopher Paul","Smith","17","1","2","15","0","1","公开","16","16",
"US20210094490A1","US16/826685","SENSOR INTERFACE FOR AUTONOMOUS VEHICLE","20200323","20210401",,"B60R 16/03 | B60R 16/02 | G05D  1/00 | G06K  9/00","B60R","B60R16/03 | B60R16/0207 | H04L67/12 | G06K9/00791 | G05D1/0088","B60R16","20","Aurora Innovation, Inc.","aurora innovation","Christie; Cameron David | Gunaratne; Anuranga Sajith","Christie","0","0","0","0","0","0","有效","6","7",
"US20200391736A1","US16/869438","Training Machine Learning Model Based On Training Instances With: Training Instance Input Based On Autonomous Vehicle Sensor Data, and Training Instance Output Based On Additional Vehicle Sensor Data","20200507","20201217",,"B60W 30/095 | G05D  1/02 | G05D  1/00 | G06N 20/00 | G06K  9/62 | G01S 17/931","B60W","B60W30/0956 | G05D1/024 | G05D1/0088 | G06N20/00 | B60W2554/4041 | G06K9/6263 | G01S17/931 | B60W2554/803 | G06K9/6256","B60W30","20","Aurora Innovation, Inc.","aurora innovation","Smith; Warren | Eade; Ethan | Anderson; Sterling J. | Bagnell; James Andrew | Nabbe; Bartholomeus C. | Urmson; Christopher Paul","Smith","0","4","0","0","0","4","有效","16","16",
"US20200210777A1","US16/816942","Generating Labeled Training Instances for Autonomous Vehicles","20200312","20200702",,"G06K  9/62 | G06K  9/00 | G06N  3/08 | B60W 60/00 | G05D  1/00","G06K","G06K9/6259 | G06K9/00791 | G06N3/084 | G05D2201/0213 | B60W60/00276 | G05D1/0094 | B60W60/0025","G06K9","21","Aurora Innovation, Inc.","aurora innovation","Valois; Jean-Sebastien | Pilarski; Thomas | Munoz; Daniel","Valois","0","13","0","0","2","11","有效","5","19",
"US20200209867A1","US16/816854","Labeling Autonomous Vehicle Data","20200312","20200702",,"G05D  1/02","G05D","G05D1/0212 | G05D1/0278 | G05D1/027 | G05D1/0238 | G05D1/0246 | G05D1/0257","G05D1","21","Aurora Innovation, Inc.","aurora innovation","Valois; Jean-Sebastien | Eade; Ethan","Valois","14","18","0","14","2","16","公开","4","11",
"US20200142426A1","US16/271355","Removable Automotive LIDAR Data Collection POD","20190208","20200507",,"G05D  1/02 | G06F 13/42 | B60R 11/04","G05D","G05D1/0231 | G06F13/4282 | G05D1/027 | B60R2011/004 | B60R11/04 | G05D1/0278 | G06F2213/0002 | G05D1/0276","G05D1","20","Aurora Innovation, Inc.","aurora innovation","Gist, IV; Nathaniel | Williams; Christopher","Gist, IV","0","6","0","0","0","6","有效","9","27",
"US20200142422A1","US16/271628","Generating Targeted Training Instances for Autonomous Vehicles","20190208","20200507",,"G05D  1/02 | G06K  9/00 | G06N  3/08 | G06N 20/00","G05D","G05D1/0221 | G06K9/00825 | G05D2201/0213 | G06N20/00 | G06N3/084","G05D1","23","Aurora Innovation, Inc.","aurora innovation","Valois; Jean-Sebastien | Pilarski; Thomas | Munoz; Daniel","Valois","0","12","0","0","2","10","有效","5","18",
"US20200142409A1","US16/271401","Generating Testing Instances for Autonomous Vehicles","20190208","20200507",,"G05D  1/00 | G05D  1/02 | G05B 13/02","G05D","G05D1/0088 | G05D1/0257 | G05D1/0246 | G05D2201/0213 | G05D1/0278 | G05B13/0265 | G05D1/027","G05D1","17","Aurora Innovation, Inc.","aurora innovation","Valois; Jean-Sebastien | Munoz; Daniel","Valois","0","11","0","0","2","9","有效","3","10",
"US20200142408A1","US16/271381","Labeling Autonomous Vehicle Data","20190208","20200507",,"G05D  1/00 | G06N 20/00 | G05D  1/02","G05D","G05D1/0088 | G06N20/00 | G05D1/0278 | G05D2201/0213 | G05D1/027 | G05D1/0231 | G05D1/0257","G05D1","20","Aurora Innovation, Inc.","aurora innovation","Valois; Jean-Sebastien | Eade; Ethan","Valois","0","11","0","0","3","8","有效","4","11",
"US20200111216A1","US16/705862","RELATIVE ATLAS FOR AUTONOMOUS VEHICLE AND GENERATION THEREOF","20191206","20200409",,"G06T  7/12 | G01C 21/32 | G06F 16/29 | G06T  7/162 | G06F 16/28","G06T","G06T7/12 | G01C21/32 | G06T2207/20128 | G06T7/162 | G06F16/284 | G06F16/29","G06T7","20","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael","Eade","0","6","0","0","0","6","有效","21","13",
"US20200110766A1","US16/705887","USE OF RELATIVE ATLAS IN AN AUTONOMOUS VEHICLE","20191206","20200409",,"G06F 16/29 | G06K  9/00 | G06T  7/168 | G06F 16/28 | G01C 21/30 | G06T  7/12 | G01C 21/26 | G05D  1/02","G06F","G06F16/29 | G06K9/00825 | G06T7/168 | G06F16/284 | G06T2207/30252 | G06T7/12 | G06K9/00798 | G01C21/26 | G05D1/021 | G01C21/30","G06F16","20","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael | Bagnell; James Andrew","Eade","0","5","0","0","0","5","有效","21","13",
"US20200026722A1","US16/586025","Autonomous Vehicle Relative Atlas Incorporating Hypergraph Data Structure","20190927","20200123",,"G06F 16/29 | G06K  9/00 | G06T  7/168 | G06F 16/28 | G01C 21/30 | G06T  7/12 | G01C 21/26 | G05D  1/02","G06F","G06F16/29 | G06K9/00825 | G06T7/168 | G06F16/284 | G06T2207/30252 | G06T7/12 | G06K9/00798 | G01C21/26 | G05D1/021 | G01C21/30","G06F16","20","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael | Bagnell; James Andrew","Eade","0","10","0","0","0","10","有效","21","14",
"US20190318206A1","US16/173669","Training Machine Learning Model Based On Training Instances With: Training Instance Input Based On Autonomous Vehicle Sensor Data, and Training Instance Output Based On Additional Vehicle Sensor Data","20181029","20191017",,"G06K  9/62 | G06N 99/00","G06K","G06K9/6263 | G06K9/6256 | G06N99/005","G06K9","19","Aurora Innovation, Inc.","aurora innovation","Smith; Warren | Eade; Ethan | Anderson; Sterling J. | Bagnell; James Andrew | Nabbe; Bartholomeus C. | Urmson; Christopher Paul","Smith","33","29","5","28","4","25","有效","16","15",
"US20190317219A1","US16/173648","Control of Autonomous Vehicle Based on Environmental Object Classification Determined Using Phase Coherent LIDAR Data","20181029","20191017",,"G01S 17/93 | G05D  1/00 | G05D  1/02 | G06T  7/70 | G06K  9/00","G01S","G01S17/936 | G05D1/0088 | G05D1/024 | G06T2207/30261 | G06K9/00805 | G06T2207/10028 | G06T7/70","G01S17","25","Aurora Innovation, Inc.","aurora innovation","Smith; Warren | Eade; Ethan | Anderson; Sterling J. | Bagnell; James Andrew | Nabbe; Bartholomeus C. | Urmson; Christopher Paul","Smith","0","44","0","0","4","40","有效","5","16",
"US20190315351A1","US16/173660","Control Of Autonomous Vehicle Based On Determined Yaw Parameter(s) of Additional Vehicle","20181029","20191017",,"B60W 30/095 | G01S 17/93 | G05D  1/00 | G05D  1/02","B60W","B60W30/0956 | G01S17/936 | B60W2550/304 | G05D1/024 | B60W2550/306 | G05D1/0088","B60W30","24","Aurora Innovation, Inc.","aurora innovation","Smith; Warren | Eade; Ethan | Anderson; Sterling J. | Bagnell; James Andrew | Nabbe; Bartholomeus C. | Urmson; Christopher Paul","Smith","49","33","14","35","2","31","有效","16","15",
"US20190304097A1","US15/940516","RELATIVE ATLAS FOR AUTONOMOUS VEHICLE AND GENERATION THEREOF","20180329","20191003",,"G06T  7/12 | G06F 17/30 | G06T  7/162 | G01C 21/32","G06T","G06T7/12 | G06F17/30241 | G06T2207/20128 | G06F17/30595 | G01C21/32 | G06T7/162","G06T7","52","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael","Eade","0","17","0","0","0","17","有效","21","11",
"US20190303457A1","US15/940525","USE OF RELATIVE ATLAS IN AN AUTONOMOUS VEHICLE","20180329","20191003",,"G06F 17/30 | G06T  7/12 | G01C 21/30 | G06K  9/00 | G06T  7/168","G06F","G06F17/30241 | G06T7/12 | G01C21/30 | G06T2207/30252 | G06K9/00798 | G06T7/168 | G06F17/30595 | G06K9/00825","G06F17","49","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael | Bagnell; James Andrew","Eade","0","9","0","0","0","9","有效","21","9",
"US20190303392A1","US16/271612","Use of Relative Atlas in Autonomous Vehicle","20190208","20191003",,"G06F 16/29 | G06K  9/00 | G06T  7/168 | G06F 16/28 | G01C 21/30 | G06T  7/12","G06F","G06F16/29 | G06K9/00825 | G06T7/168 | G06T2207/30252 | G06F16/284 | G01C21/30 | G06T7/12 | G06K9/00798","G06F16","20","Aurora Innovation, Inc.","aurora innovation","Eade; Ethan | Bode; Michael | Bagnell; James Andrew","Eade","0","7","0","0","0","7","有效","21","12",
"EP3775997A2","EP20190744897","Control of autonomous vehicle based on environmental object classification determined using phase coherent lidar data","20190328","20210217",,"G01S 17/93 | G05D  1/02","G01S","B60W40/04 | B60W60/00272 | B60W2420/52 | B60W2554/402 | B60W2554/4042 | B60W2754/00 | G01S17/931 | G01S7/4802 | G01S17/34 | G01S17/42 | G01S17/58 | G05D1/0088 | G05D1/024 | G06K9/00805 | G06T7/70 | G06T2207/10028 | G06T2207/30261","B60W40","25","Aurora Innovation Inc | Aurora Innovation Inc","aurora innovation","Warren Smith | Ethan Eade | Sterling J. Anderson | James Andrew Bagnell | Bartholomeus C. Nabbe | Christopher Paul Urmson","Warren Smith","0","0","0","0","0","0","其他","5","16",
"EP3774477A1","EP20190722966","Control of autonomous vehicle based on determined yaw parameter(s) of additional vehicle","20190328","20210217",,"B60W 40/04 | G01S 17/42 | G01S 17/58","B60W","B60W40/04 | B60W40/114 | B60W30/0956 | B60W60/001 | B60W2420/52 | B60W2520/14 | B60W2554/4041 | B60W2554/803 | B60W2754/00 | G01S7/4808 | G01S17/34 | G01S17/42 | G01S17/58 | G01S17/86 | G01S17/89 | G01S17/931 | G05D1/0088 | G05D1/024 | G06K9/6256 | G06K9/6263 | G06N3/0454 | G06N3/084 | G06N20/00","B60W40","24","Aurora Innovation Inc | Aurora Innovation Inc","aurora innovation","Warren Smith | Ethan Eade | Sterling J. Anderson | James Andrew Bagnell | Bartholomeus C. Nabbe | Christopher Paul Urmson","Warren Smith","0","0","0","0","0","0","其他","16","14",
"WO2021183748A1","PCT/US2021/021878","Generating autonomous vehicle simulation data from logged data","20210311","20210916",,"G05D  1/02 | G05D  1/00 | B60W 30/095 | B60W 40/04 | G06F 11/30 | G06F 11/07 | G06N  3/04 | G06N  3/08 | G06F 11/36","G05D","G06F11/0739 | G06F30/27 | B60W30/0953 | B60W40/04 | G06F11/3013 | G06F11/3652 | G06F11/3664 | G06F30/15 | G06K9/6259 | G06K9/6264 | G06N3/084 | G07C5/008 | G07C5/0841 | G05D1/0088 | G05D1/0221","G06F11","15","Aurora Innovation, Inc.","aurora innovation","John Michael WYRWAS | Jessica Elizabeth SMITH | Simon BOX","John Michael WYRWAS","4","0","0","4","0","0","其他","7","10",
"WO2021178530A1","PCT/US2021/020660","Coherent signal combining with multiple-outputs for quasi-cw lidar operation","20210303","20210910",,"B60W 60/00 | G01S  7/481 | G01S 17/06 | G01S 17/88 | G01S 17/931 | G02B 26/06","B60W","G01S7/4917 | G01S17/931","G01S7","20","Aurora Innovation, Inc.","aurora innovation","Zeb Barber | Randy R. Reibel | Emil Kadlec","Zeb Barber","3","0","0","3","0","0","其他","6","9",
"WO2021066876A1","PCT/US2020/023720","Autonomous vehicle sensor interface","20200319","20210408",,"G01S 13/87 | G01S 17/87 | G06K  9/00 | H04L 12/40 | H04L 12/46","G01S","B60R16/03 | G01S13/878 | B60R16/0207 | G01S17/87 | G05D1/0088 | H04L12/40006 | H04L12/40045 | H04L12/4625 | G06K9/00791 | H04L67/12 | Y04S40/18","B60R16","15","Aurora Innovation, Inc.","aurora innovation","Cameron David Christie | Anuranga Sajith Gunaratne","Cameron David Christie","1","0","0","1","0","0","其他","6","15",
