公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"US11449475B2","US16/457468","Approaches for encoding environmental information","20190628","20220920","20220920","G06F 16/28 | G06F 16/21 | G06N 20/00 | G05D  1/00 | G05D  1/02","G06F","G06F16/211 | G06F16/285 | G06N20/00 | G05D1/0088 | G05D1/0276 | G05D2201/0213","G06F16","20","Lyft, Inc.","lyft","Dong; Lina | Sun; Shaohui | Hou; Weiyi | Khandelwal; Somesh | Kirigin; Ivan | Li; Shaojing | Liu; Ying | Lu; David Tse-Zhou | Pinkerton; Robert Charles Kyle | Shet; Vinay","Dong","95","0","2","93","0","0","撤回","1","16",
"US11443398B2","US16/171860","System to facilitate a correct identification of a service provider","20181026","20220913","20220913","H04W 24/00 | H04M  3/00 | G06Q 50/30 | H04W  4/02","H04W","G06Q50/30 | H04W4/023","G06Q50","20","Lyft, Inc.","lyft","Haparnas; Ziv | Marco; Talmon | Magazinik; Igor | Marueli; Sunny","Haparnas","23","0","1","22","0","0","撤回","5","31",
"US11441914B2","US16/531897","Determining matches using dynamic provider eligibility model","20190805","20220913","20220913","G01C 21/34 | G06Q 30/06 | G06Q 50/30 | G06Q 10/06 | H04W  4/00 | G01C 21/36 | H04W  4/029 | H04W  4/02","G01C","G01C21/3438 | G01C21/362 | G01C21/3691 | H04W4/02 | H04W4/023 | H04W4/029 | G06Q2240/00","G01C21","20","LYFT, INC.","lyft","Broyles; Austin | Farmer; Robert Anthony | Selvam; Krishna Kumar","Broyles","9","0","4","5","0","0","有效","3","15",
"US11435456B2","US15/857372","Sensor calibration facility","20171228","20220906","20220906","G01S  7/497 | G01S 17/86 | G01S 17/931","G01S","G01S7/4972 | G01S7/497 | G01S17/86 | G01S17/931","G01S7","20","Lyft, Inc.","lyft","Abari; Farzad Cyrus Foroughi | Briggs; Forrest Samuel | Starns; Alexander Thomas","Abari","39","0","0","39","0","0","撤回","2","26",
"US11423710B2","US16/370705","Approaches for managing vehicles","20190329","20220823","20220823","G07C  5/08 | G01S 17/42 | G06Q 10/06 | G01S 17/86","G07C","G07C5/0808 | G01S17/42 | G01S17/86 | G06Q10/06311","G07C5","20","Lyft, Inc.","lyft","Cl&amp;#xe9;ment; Romain | Whinnery; Joseph Patrick Wendell","Cl&amp","19","0","0","19","0","0","撤回","2","21",
"US11422667B2","US17/085966","Optimizing transportation networks through dynamic user interfaces","20201030","20220823","20220823","G06F  3/00 | G06F  3/0481 | G06F  3/04842 | G06F  3/0482 | G01C 21/34 | G01C 21/36 | G06F  3/01 | G06Q 50/30","G06F","G06F3/0481 | G01C21/343 | G01C21/3438 | G01C21/367 | G01C21/3664 | G06F3/0482 | G06F3/04842 | G06Q50/30","G06F3","20","LYFT, INC.","lyft","Bowden; Harrison Joel | Cole; Zachary Alistair | Gustofson; Maxamilion Ab | Tourtellot; Jonathan Aaron | Wong; Patrick Steven | Yoo; Frank Taehyun","Bowden","32","0","2","30","0","0","有效","12","16",
"US11415683B2","US15/857518","Mobile sensor calibration","20171228","20220816","20220816","G01S  7/497 | G01S  7/40 | G01S 13/931 | G05D  1/00 | G05D  1/02 | G01S 17/931","G01S","G01S7/497 | G01S7/40 | G01S7/4026 | G01S13/931 | G01S17/931 | G05D1/0011 | G05D1/0225 | G01S7/4082 | G05D2201/0213","G01S7","20","Lyft, Inc.","lyft","Abari; Farzad Cyrus Foroughi | Briggs; Forrest Samuel | Starns; Alexander Thomas","Abari","14","0","0","14","0","0","有效","2","20",
"US11415424B2","US16/993532","Multi-modal transportation system","20200814","20220816","20220816","G01C 21/34 | G06Q 10/04 | G06Q 30/02 | G06Q 10/02 | G06Q 10/06 | G06Q 50/30","G01C","G01C21/3415 | G01C21/3438 | G01C21/3453 | G06Q10/02 | G06Q10/047 | G06Q10/063 | G06Q30/0284 | G06Q50/30","G01C21","20","Lyft, Inc.","lyft","Spielman; Charles Parker | Gulati; Mayank | Goot; Karina | Phatak; Priyanka Madhav | Lodick; Michael Francis | Chopra; Jatin","Spielman","112","0","3","109","0","0","有效","11","12",
"US11412082B2","US16/680397","Mode changing of a mobile communication device and vehicle settings when the mobile communications device is in proximity to a vehicle","20191111","20220809","20220809","H04M  1/72448 | H04M  1/60 | H04W  4/80 | H04L 67/12","H04M","H04M1/72448 | H04L67/12 | H04M1/6075 | H04W4/80 | H04M2250/02","H04M1","20","Lyft, Inc.","lyft","Zellner; Samuel","Zellner","35","0","1","34","0","0","有效","11","15",
"US11405590B2","US16/890377","Systems and methods for coordinated collection of street-level image data","20200602","20220802","20220802","G06F  9/00 | H04N  7/18 | H04N  5/232 | H04L 67/10 | G06F 16/58 | H04W  4/02 | H04W  4/40 | H04W  4/50 | H04N  1/00 | G06V 20/56 | G06V 20/58","G06F","H04N7/181 | G06F16/5866 | G06V20/56 | H04L67/10 | H04N1/00 | H04N5/23206 | H04N7/183 | H04W4/02 | H04W4/40 | H04W4/50 | G06V20/58","H04N7","20","Lyft, Inc.","lyft","Park; Renee | Saraf; Saurabh | Sarukkai; Ramesh Rangarajan | Shet; Vinay","Park","15","0","3","12","0","0","撤回","16","12",
"US11402225B2","US16/889611","Managing service requirements and ride request fulfillment across a fleet of collectively managed vehicles","20200601","20220802","20220802","G01C 21/00 | G01C 21/34 | G07C  5/08 | G05D  1/00 | G08G  1/00 | G07C  5/00 | G06Q 50/30","G01C","G01C21/3453 | G05D1/0088 | G07C5/008 | G07C5/0808 | G08G1/20 | G05D2201/0213 | G06Q50/30","G01C21","20","Lyft, Inc.","lyft","Starns; Alexander Thomas","Starns","1","0","0","1","0","0","有效","3","21",
"US11400830B2","US16/235699","Systems and methods for routing personal mobility vehicles based on road conditions","20181228","20220802","20220802","G01C 21/34 | B60L 58/13 | G07C  5/00 | G06Q 10/02 | G06Q 50/30 | B60Q  1/34 | B60Q  1/44 | B60W 10/08 | B60W 10/18 | B60W 10/20 | B60W 10/30 | B60W 50/12 | G08G  1/16 | G08G  1/01 | G01C 21/20 | H04W  4/029 | H04W  4/40 | B60R 25/24 | G06V 20/56","G01C","B60L58/13 | B60Q1/346 | B60Q1/444 | B60R25/245 | B60W10/08 | B60W10/18 | B60W10/20 | B60W10/30 | B60W50/12 | G01C21/20 | G01C21/3415 | G01C21/3423 | G01C21/3438 | G01C21/3461 | G01C21/3492 | G06Q10/02 | G06Q50/30 | G06V20/588 | G07C5/004 | G07C5/008 | G08G1/0125 | G08G1/163 | G08G1/165 | H04W4/029 | H04W4/40 | B60R2325/205 | B60W2300/365 | B60W2510/244 | B60W2552/00 | B60W2552/15 | B60W2710/086 | B60W2710/18 | B60W2710/20 | B60W2710/30 | B60W2720/10 | B62K2202/00","B60L58","20","Lyft, Inc.","lyft","Whitt; Carlos Ellis | Martisauskas; Steven James | Levi; Dor","Whitt","46","0","2","44","0","0","撤回","21","20",
"US11386789B1","US15/809618","Using a predictive request model to optimize provider resources","20171110","20220712","20220712","G06F 19/00 | G06G  7/70 | G06G  7/76 | G08G  1/00 | G01C 21/34 | G06Q 50/30 | G08G  1/123 | H04W  4/30","G06F","G08G1/202 | G01C21/3438 | G06Q50/30 | G08G1/123 | G08G1/205 | H04W4/30","G08G1","20","Lyft, Inc.","lyft","Bajaj; Saurabh | Crapis; Davide | Davidov; Eran | Khalid; Omar | Milo; Ehud","Bajaj","7","1","0","7","1","0","有效","1","22",
"US11386073B2","US16/984977","Automated messaging tool","20200804","20220712","20220712","G06F 16/23 | H04L 12/18 | H04L 67/55 | H04L 51/08 | H04L 51/48","G06F","G06F16/2365 | H04L12/1859 | H04L51/08 | H04L67/26 | H04L51/28","G06F16","20","Lyft, Inc.","lyft","Atchison; Charles E. | Belliappa; Goutham | Randolph; Michelle","Atchison","33","0","1","32","0","0","有效","8","11",
"US11385352B2","US16/048079","Tunable LiDAR for simultaneous ranging and environmental monitoring","20180727","20220712","20220712","G01S 17/87 | G01S 17/42 | G01C 21/30 | G01N 15/14","G01S","G01S17/87 | G01C21/30 | G01N15/1434 | G01S17/42 | G01N2015/1493","G01S17","20","Lyft, Inc.","lyft","Abari; Farzad Cyrus Foroughi","Abari","20","0","0","20","0","0","撤回","1","23",
"US11378981B2","US16/567915","Methods to operate autonomous vehicles to pilot vehicles in groups or convoys","20190911","20220705","20220705","G05D  1/02 | B60W 30/06 | G05D  1/00 | B60Q  1/50 | G08G  1/00 | G08G  1/16 | E04H  6/42","G05D","G05D1/0295 | B60Q1/50 | B60W30/06 | G05D1/0022 | G05D1/0027 | G05D1/0088 | G05D1/0293 | G05D1/0297 | G08G1/20 | G08G1/22 | E04H6/422 | G05D2201/0213 | G08G1/168","G05D1","20","Lyft, Inc.","lyft","Harvey; Thomas Danaher","Harvey","29","0","0","29","0","0","有效","35","13",
"US11375334B2","US16/380761","Optimizing pickup locations for transportation requests based on a confidence score for a context information","20190410","20220628","20220628","H04W  4/00 | H04W  4/02 | G06Q 50/30 | G06F 16/29","H04W","H04W4/02 | G06F16/29 | G06Q50/30","H04W4","20","Lyft, Inc.","lyft","Hwang; Thaddeus Insuk | Lin; Charlie | Malek; Yuanyuan | Shen; Limin","Hwang","57","0","6","51","0","0","撤回","10","15",
"US11341855B2","US16/859724","Facilitating transportation services by generating a directional indicator between a requester and a transportation vehicle","20200427","20220524","20220524","G08G  1/123 | H04W  4/12 | G08G  1/00 | H04W  4/02 | H04M  1/725 | G06F  3/12 | G01C 21/36 | G06Q 50/30 | G01C 21/34 | G06Q 10/00","G08G","G08G1/205 | G01C21/3438 | G01C21/3667 | G06Q10/00 | G06Q50/30 | G08G1/202 | H04W4/023","G08G1","20","Lyft, Inc.","lyft","McDavitt-Van Fleet; Nathan","McDavitt-Van Fleet","23","0","4","19","0","0","有效","14","7",
"US11341435B2","US16/024451","Systems and methods for queueing in dynamic transportation networks","20180629","20220524","20220524","G06Q 10/06","G06Q","G06Q10/06311 | G06Q2240/00","G06Q10","20","Lyft, Inc.","lyft","van Ryzin; Garrett | Luo; Jianzhe | Sholley; Christopher | Greenhall; Adam | Karp; Jeremy Alexander","van Ryzin","5","0","0","5","0","0","有效","2","16",
"US11312213B2","US16/712612","Systems and methods for detecting vehicle door closing events","20191212","20220426","20220426","B60J  5/04 | E05C 19/00 | E05F 15/42 | E05B 17/20","B60J","B60J5/047 | E05C19/005 | E05F15/42 | E05B17/2026 | E05F2015/483","B60J5","20","Lyft, Inc.","lyft","DiCarlo; Michael Jonathan | Clement; Romain | Thor; Mikael Kjell Anders","DiCarlo","15","0","0","15","0","0","有效","2","6",
"US11285840B2","US16/181325","Apparatuses, systems, and methods for increasing safety in personal mobility vehicle operation","20181105","20220329","20220329","B60L 58/13 | G07C  5/00 | B60W 10/20 | G06Q 10/02 | G06Q 50/30 | B60Q  1/34 | B60Q  1/44 | G01C 21/34 | G06K  9/00 | B60W 10/08 | B60W 10/18 | B60W 10/30 | B60W 50/12 | G08G  1/16 | G08G  1/01 | G01C 21/20 | H04W  4/029 | H04W  4/40 | B60R 25/24","B60L","B60L58/13 | B60Q1/346 | B60Q1/444 | B60R25/245 | B60W10/08 | B60W10/18 | B60W10/20 | B60W10/30 | B60W50/12 | G01C21/20 | G01C21/3415 | G01C21/3423 | G01C21/3438 | G01C21/3461 | G01C21/3492 | G06K9/00798 | G06Q10/02 | G06Q50/30 | G07C5/004 | G07C5/008 | G08G1/0125 | G08G1/163 | G08G1/165 | H04W4/029 | H04W4/40 | B60R2325/205 | B60W2300/365 | B60W2510/244 | B60W2552/00 | B60W2552/15 | B60W2710/086 | B60W2710/18 | B60W2710/20 | B60W2710/30 | B60W2720/10 | B62K2202/00","B60L58","20","Lyft, Inc.","lyft","Whitt; Carlos Ellis | Martisauskas; Steven James | Levi; Dor","Whitt","37","0","2","35","0","0","有效","21","15",
"US11279256B2","US16/206999","Systems and methods for transport completion using lane-constrained vehicles and personal mobility vehicles","20181130","20220322","20220322","B60L 58/13 | G07C  5/00 | G06Q 10/02 | G06Q 50/30 | B60Q  1/34 | B60Q  1/44 | G01C 21/34 | G06K  9/00 | B60W 10/08 | B60W 10/18 | B60W 10/20 | B60W 10/30 | B60W 50/12 | G08G  1/16 | G08G  1/01 | G01C 21/20 | H04W  4/029 | H04W  4/40 | B60R 25/24","B60L","B60L58/13. | B60Q1/346. | B60Q1/444. | B60R25/245. | B60W10/08. | B60W10/18. | B60W10/20. | B60W10/30. | B60W50/12. | G01C21/20. | G01C21/3415. | G01C21/3423. | G01C21/3438. | G01C21/3461. | G01C21/3492 | G06K9/00798 | G06Q10/02. | G06Q50/30. | G07C5/004 | G07C5/008 | G08G1/0125. | G08G1/163. | G08G1/165. | H04W4/029. | H04W4/40. | B60R2325/205. | B60W2300/365. | B60W2510/244. | B60W2552/00. | B60W2552/15. | B60W2710/086 | B60W2710/18 | B60W2710/20. | B60W2710/30. | B60W2720/10. | B62K2202/00.","B60L58","20","Lyft, Inc.","lyft","Whitt; Carlos Ellis | Martisauskas; Steven James | Levi; Dor","Whitt","32","0","2","30","0","0","撤回","21","21",
"US11263561B2","US16/941757","Systems and methods for managing dynamic transportation networks using simulated future scenarios","20200729","20220301","20220301","G06Q 10/04 | G01C 21/34 | G06Q 10/06","G06Q","G06Q10/047 | G01C21/3438 | G06Q10/067","G06Q10","20","Lyft, Inc.","lyft","Dutta; Chinmoy","Dutta","20","0","6","14","0","0","有效","4","10",
"US11248914B2","US16/447702","Systems and methods for progressive semantic mapping","20190620","20220215","20220215","G01C 21/32 | G01C 21/36","G01C","G01C21/32 | G01C21/367 | G01C21/3691 | G01C21/3697","G01C21","20","Lyft, Inc.","lyft","Efland; Kris Richard","Efland","15","0","0","15","0","0","有效","2","16",
"US11238555B2","US16/207004","Systems and methods for dynamically selecting transportation options based on transportation network conditions","20181130","20220201","20220201","G06Q 10/06 | G06Q 50/30","G06Q","G06Q50/30 | G06Q10/06315 | G06Q10/063114","G06Q50","20","Lyft, Inc.","lyft","Vora; Abhinav Amrut | Liu; Hao Yu | Han; Benjamin | Yu; Julia | Guan; Le | Xu; Xiaoyuan | Gulati; Mayank | Spielman; Charles Parker | Chheda; Chirag Chhagan | Chouinard; David","Vora","12","1","1","11","1","0","有效","3","26",
"US11232375B2","US16/686077","Systems and methods for matching transportation requestor devices with autonomous vehicles","20191115","20220125","20220125","G06Q 10/02 | H04W  4/021 | H04W  4/40 | G06Q 50/30","G06Q","G06Q10/02 | G06Q50/30 | H04W4/021 | H04W4/40","G06Q10","24","Lyft, Inc.","lyft","Hurley; Gavin Sebastian | Jen; Leighton Kamaile | Kelman; Jody Metzenbaum | Lam; Rex See Chun | O'Keefe; Jonathan Patrick | Panichev; Oleg Vadim | Patel; Arkesh Jagdish | Tighe; John Robert | Wolf; Adam Alexander","Hurley","10","1","2","8","1","0","有效","2","30",
"US11230337B2","US16/705681","Fender and fender assembly for a cycling apparatus","20191206","20220125","20220125","B62J 15/02","B62J","B62J15/02","B62J15","31","LYFT, INC.","lyft","Serotta; Benjamin | Solida; Evan Christian","Serotta","64","1","0","64","0","1","有效","4","8",
"US11226208B2","US16/595394","Transportation route planning and generation","20191007","20220118","20220118","G01C 21/34","G01C","G01C21/3423 | G01C21/3469 | G01C21/3484","G01C21","20","LYFT, INC.","lyft","Spielman; Charles Parker | Gulati; Mayank | Goot; Karina | Phatak; Priyanka Madhav | Lodick; Michael Francis | Chopra; Jatin","Spielman","9","0","1","8","0","0","有效","11","9",
"US11214322B2","US15/930195","Micromobility transit vehicle lock-to mechanism systems and methods","20200512","20220104","20220104","B62H  5/00 | B62J  7/06 | B62J 45/00 | E05B 71/00 | B60R 25/30 | B62J  6/015 | B62J  6/02 | B62H  5/14","B62H","B62H5/003 | B60R25/305 | B62J6/015 | B62J6/02 | B62J7/06 | B62J45/00 | E05B71/00 | B62H5/14","B62H5","20","Lyft, Inc.","lyft","Askin; Erik Keith | Boyd; Jeffrey Alan | Dixon; Alex | Drayna; Garrett Korda | French; Merric-Andrew Jaranowski | Goldstein; Daniel Lami | Jacob; Rochus Emanuel | Kole; Jared Mitchell | Lin; Chen-Yu | Mueller; Oliver Maximilian | Peng; James Jeng-Yeu | Reimer; Andrew Michael | Saldanha; Neil Richard Anthony | Shambat; Gary | Uang; Jennifer","Askin","26","0","0","26","0","0","有效","2","15",
"US11209279B2","US16/700816","Systems and methods for autonomous vehicle performance evaluation","20191202","20211228","20211228","G07C  5/08 | G01C 21/34 | G07C  5/00 | G06Q 50/30 | G08G  1/00 | G06Q 10/02 | G08G  1/0968","G07C","G01C21/3453 | G01C21/3438 | G01C21/3461 | G06Q10/02 | G06Q50/30 | G07C5/008 | G07C5/085 | G07C5/0808 | G08G1/096833 | G08G1/207 | G08G1/22 | B60W50/045 | G08G1/0129","G01C21","20","Lyft, Inc.","lyft","Chellapilla; Kumar Hemachandra | Danna; Emilie Jeanne Anne | Lu; David Tse-Zhou | Qureshi; Sameer | Weill; Alexis","Chellapilla","8","0","0","8","0","0","撤回","4","22",
"US11199415B2","US16/364667","Systems and methods for estimating vehicle position based on contextual sensor information","20190326","20211214","20211214","G01C 21/32 | G06K  9/00 | G06F 16/29 | G07C  5/00","G01C","G01C21/32 | G06F16/29 | G06K9/00798 | G06K9/00825 | G07C5/008","G01C21","20","Lyft, Inc.","lyft","Omari; Sammy | Qureshi; Sameer","Omari","17","0","0","17","0","0","撤回","1","13",
"US11186200B2","US16/179788","Systems and methods for battery-driven personal mobility vehicle management in dynamic transportation networks","20181102","20211130","20211130","G06Q 10/02 | G06Q 50/30 | G07C  5/00 | B60L 58/13 | B60Q  1/34 | B60Q  1/44 | G01C 21/34 | G06K  9/00 | B60W 10/08 | B60W 10/18 | B60W 10/20 | B60W 10/30 | B60W 50/12 | G08G  1/16 | G08G  1/01 | G01C 21/20 | H04W  4/029 | H04W  4/40 | B60R 25/24","G06Q","B60L58/13 | B60Q1/346 | B60Q1/444 | B60R25/245 | B60W10/08 | B60W10/18 | B60W10/20 | B60W10/30 | B60W50/12 | G01C21/20 | G01C21/3415 | G01C21/3423 | G01C21/3438 | G01C21/3461 | G01C21/3492 | G06K9/00798 | G06Q10/02 | G06Q50/30 | G07C5/004 | G07C5/008 | G08G1/0125 | G08G1/163 | G08G1/165 | H04W4/029 | H04W4/40 | B60R2325/205 | B60W2300/365 | B60W2510/244 | B60W2552/00 | B60W2552/15 | B60W2710/086 | B60W2710/18 | B60W2710/20 | B60W2710/30 | B60W2720/10 | B62K2202/00","B60L58","20","Lyft, Inc.","lyft","Whitt; Carlos Ellis | Martisauskas; Steven James | Levi; Dor","Whitt","30","0","2","28","0","0","撤回","21","14",
"US11164275B2","US15/395838","Flexible API framework","20161230","20211102","20211102","G06Q 50/30 | H04W  4/029 | H04W  4/02","G06Q","G06Q50/30 | H04W4/029 | G06Q2240/00","G06Q50","20","LYFT, INC.","lyft","Shen; Limin | Lodick; Michael | You; Wei | Pinner; Jeff","Shen","4","0","0","4","0","0","撤回","2","16",
"US11158020B2","US15/859111","Assigning rides based on probability of provider acceptance","20171229","20211026","20211026","G06Q 50/30 | G06Q 10/06 | G06N  7/00","G06Q","G06Q50/30 | G06N7/005 | G06Q10/063112","G06Q50","20","LYFT, INC.","lyft","Dutta; Chinmoy | Greenhall; Adam | Sholley; Christopher | Young; Jimmy | Chopra; Jatin","Dutta","4","0","0","4","0","0","撤回","1","20",
"US11157007B2","US16/457522","Approaches for encoding environmental information","20190628","20211026","20211026","G05D  1/02 | G05D  1/00 | G07C  5/08","G05D","G05D1/0214 | G05D1/0088 | G07C5/085 | G05D2201/0213","G05D1","17","Lyft, Inc.","lyft","Dong; Lina | Hou; Weiyi | Khandelwal; Somesh | Kirigin; Ivan | Li; Shaojing | Liu; Ying | Lu; David Tse-Zhou | Pinkerton; Robert Charles Kyle | Shet; Vinay | Sun; Shaohui","Dong","89","0","2","87","0","0","有效","1","15",
"US11137263B2","US16/366869","Systems and methods for providing virtual navigation guidance","20190327","20211005","20211005","G01C 21/36 | G06K  9/00 | G01C 21/20 | G01C 21/34","G01C","G01C21/3626 | G01C21/20 | G06K9/00671 | G01C21/3423","G01C21","20","Lyft, Inc.","lyft","Efland; Kris Richard","Efland","10","0","0","10","0","0","有效","2","9",
"US11135941B2","US16/235707","Systems and methods for automated signaling for networked personal mobility vehicles","20181228","20211005","20211005","B60Q  1/34 | B60Q  1/44 | B60L 58/13 | G07C  5/00 | G06Q 10/02 | G06Q 50/30 | G01C 21/34 | G06K  9/00 | B60W 10/08 | B60W 10/18 | B60W 10/20 | B60W 10/30 | B60W 50/12 | G08G  1/16 | G08G  1/01 | G01C 21/20 | H04W  4/029 | H04W  4/40 | B60R 25/24","B60Q","B60L58/13 | B60Q1/346 | B60Q1/444 | B60R25/245 | B60W10/08 | B60W10/18 | B60W10/20 | B60W10/30 | B60W50/12 | G01C21/20 | G01C21/3415 | G01C21/3423 | G01C21/3438 | G01C21/3461 | G01C21/3492 | G06K9/00798 | G06Q10/02 | G06Q50/30 | G07C5/004 | G07C5/008 | G08G1/0125 | G08G1/163 | G08G1/165 | H04W4/029 | H04W4/40 | B60R2325/205 | B60W2300/365 | B60W2510/244 | B60W2552/00 | B60W2552/15 | B60W2710/086 | B60W2710/18 | B60W2710/20 | B60W2710/30 | B60W2720/10 | B62K2202/00","B60L58","20","Lyft, Inc.","lyft","Whitt; Carlos Ellis | Martisauskas; Steven James | Levi; Dor","Whitt","35","0","2","33","0","0","撤回","21","18",
"US11118930B2","US15/650833","Providing information to users of a transportation system using augmented reality elements","20170714","20210914","20210914","G01C 21/36 | G02B 27/01 | G01C 21/32 | G01C 21/34","G01C","G01C21/3638 | G01C21/32 | G01C21/3407 | G02B27/01 | G02B27/0101 | G01C21/3492 | G02B2027/014 | G02B2027/0105 | G02B2027/0112 | G02B2027/0134 | G02B2027/0141","G01C21","20","LYFT, INC.","lyft","Eyler; Ethan Duncan | MacDonell; Martin Conte | Matthiesen; Taggart | McMillin; Jesse Jones | Rasmusson, Jr.; Robert Earl | Teater; Mark David","Eyler","35","1","10","25","1","0","撤回","2","16",
