公开号,申请号,标题,申请日,公开日,授权公告日,国际分类,国际主分类,美国分类,美国主分类,权利要求数,申请人,标准化申请人,发明人,第一发明人,本文引用专利数,引用本文专利数,本文自引用专利数,本文非自引用专利数,自引用本文专利数,非自引用本文专利数,法律状态,同族专利数,技术特征
"US11545793B2","US16/912773","Printed circuit board and method for measuring the temperature in a power electrical connector","20200626","20230103","20230103","H01R 13/66 | G01K 13/00 | H05K  1/02 | H05K  1/11 | H05K  1/18 | B60L 53/16","H01R","H01R13/665 | G01K13/00 | H05K1/0201 | H05K1/0206 | H05K1/0207 | H05K1/111 | H05K1/115 | H05K1/182 | B60L53/16 | H01R2201/26 | H05K2201/10151","H01R13","11","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Malandain; Olivier | Barlerin; Stéphane","Malandain","9","0","0","9","0","0","有效","0","16",
"US11545777B2","US17/365038","Coaxial connector assembly","20210701","20230103","20230103","H01R 13/424 | H01R 13/436 | H01R 24/38","H01R","H01R13/424 | H01R13/4361 | H01R24/38","H01R13","11","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Sundarakrishnamachari; Rangarajan | Dayalan; Lokesh","Sundarakrishnamachari","29","0","0","29","0","0","有效","0","16",
"US11544028B2","US16/798519","Distributed system for displaying a content","20200224","20230103","20230103","G06F  9/455 | G06F  3/14 | H04L 12/44 | H04L 67/10","G06F","G06F3/1446 | G06F9/4555 | H04L12/44 | H04L67/10","G06F3","16","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Mues; Pascal | Donner; Olaf","Mues","4","0","0","4","0","0","有效","0","13",
"US11543832B2","US17/171598","Method and apparatus for controlling an autonomous vehicle","20210209","20230103","20230103","G05D  1/02 | B60W 30/18","G05D","G05D1/0274 | B60W30/18154 | B60W30/18163 | G05D1/0214 | G05D1/0248 | G05D1/0289 | G05D1/0246 | G05D1/0257 | G05D2201/0213","G05D1","21","Aptiv Technologies Limited","aptiv technologies","Baldwin; Craig A.","Baldwin","148","0","9","139","0","0","有效","0","11",
"US11543509B2","US16/863944","Bi-static radar system","20200430","20230103","20230103","G01S 13/00 | G01S  7/03 | G01S  7/00","G01S","G01S13/003 | G01S7/006 | G01S7/032","G01S13","20","Aptiv Technologies Limited","aptiv technologies","Searcy; James F. | Rossiter; Ryan K. | Alland; Stephen W.","Searcy","32","0","1","31","0","0","有效","0","19",
"US11543464B2","US17/171923","Wire harness test device and method for verifying connections when assembling a wire harness","20210209","20230103","20230103","G01R 31/58 | G01R 31/00","G01R","G01R31/58 | G01R31/008","G01R31","20","Aptiv Technologies Limited","aptiv technologies","Szelest; Marcin | Skruch; Pawel","Szelest","57","0","2","55","0","0","有效","0","15",
"US11541875B2","US16/906736","System and method for path planning in vehicles","20200619","20230103","20230103","B60W 30/045 | B60W 30/18 | B60W 40/072","B60W","B60W30/045 | B60W30/18145 | B60W40/072 | B60W2552/05 | B60W2552/30","B60W30","20","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Mujumdar; Tapan R.","Mujumdar","32","0","0","32","0","0","有效","0","13",
"US11540411B2","US17/233155","Fastener and coupling for connecting a circuit board to a mount","20210416","20221227","20221227","H05K  7/14 | F16B  2/20 | H05K  1/02","H05K","H05K7/1405 | F16B2/20 | H05K1/02 | H05K2201/09063","H05K7","20","Aptiv Technologies Limited","aptiv technologies","Slawik; Ralf | Mauff; Thorsten","Slawik","20","0","0","20","0","0","有效","0","10",
"US11539158B2","US16/999404","Electrical terminal seal and electrical connector containing same","20200821","20221227","20221227","H01R 13/52 | B60L 53/16","H01R","H01R13/5208 | B60L53/16 | H01R2201/26","H01R13","16","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Mathews; Thomas | Iler; Troy A.","Mathews","46","0","2","44","0","0","有效","0","12",
"US11538193B2","US17/145098","Methods and systems for calibrating a camera","20210108","20221227","20221227","G06T  7/33 | G06T  7/80 | H04N 17/00","G06T","G06T7/85 | G06T2207/10012 | G06T2207/10028 | G06T2207/30208 | G06T2207/30244","G06T7","20","Aptiv Technologies Limited","aptiv technologies","Dworakowski; Waldemar","Dworakowski","28","0","2","26","0","0","有效","0","10",
"US11536812B2","US16/909788","Increased dynamic range for time-of-flight (ToF) lidar systems","20200623","20221227","20221227","G01S  7/48 | G01S  7/4865 | G01S 17/931 | G01S 17/894","G01S","G01S7/4865 | G01S17/894 | G01S17/931","G01S7","20","Aptiv Technologies Limited","aptiv technologies","Fu; Geng | Hao; Chenghui | Rainko; Denis | Haddadpour; Ali | Dietz; Roman","Fu","21","0","0","21","0","0","有效","0","12",
"US11535280B2","US17/006703","Method and device for determining an estimate of the capability of a vehicle driver to take over control of a vehicle","20200828","20221227","20221227","B60W 60/00 | B60W 40/02 | B60W 40/08 | B60W 50/14 | G06V 20/59 | G06V 40/20 | G06V 40/10","B60W","B60W60/0059 | B60W40/02 | B60W40/08 | B60W50/14 | B60W60/0054 | B60W60/0057 | G06V20/597 | G06V40/107 | G06V40/28 | B60W2540/227 | B60W2540/229","B60W60","20","Aptiv Technologies Limited","aptiv technologies","Barth; Alexander | Schiebener; David","Barth","32","0","2","30","0","0","有效","0","13",
"US11533807B2","US17/120416","Integral features providing improved flexible printed circuit folding and connection capability","20201214","20221220","20221220","H05K  1/02 | H05K  3/00","H05K","H05K1/028 | H05K3/0032 | H05K2201/052 | H05K2201/09036 | H05K2201/09063 | H05K2201/09236 | H05K2201/09936 | H05K2203/107","H05K1","20","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Peterson; David R. | Sudik, Jr.; Joseph | Siegfried; David G. | Bilas; Jared","Peterson","4","0","0","4","0","0","有效","1","12",
"US11527808B2","US16/829409","Waveguide launcher","20200325","20221213","20221213","G01S  7/03 | H01P  3/12 | H01Q  1/22 | H01Q  1/50 | H01Q  7/00 | H01Q  9/04 | H01Q  9/16","G01S","H01P3/121 | H01Q1/2283 | H01Q1/50 | H01Q7/00 | H01Q9/045 | H01Q9/16","H01P3","17","Aptiv Technologies Limited","aptiv technologies","Shi; Shawn","Shi","101","0","5","96","0","0","有效","3","23",
"US11525926B2","US16/583902","System and method for position fix estimation using two or more antennas","20190926","20221213","20221213","G01S 19/41 | G01S 19/47 | G01S 19/51","G01S","G01S19/41 | G01S19/47 | G01S19/51","G01S19","19","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Knutson; Eric P. | Spell; David M. | Pham; Linh N.","Knutson","23","0","0","23","0","0","有效","3","17",
"US11523530B2","US17/128328","Self-aligning mechanical mount and electrical connection system for electronic modules with features for robotic assembly","20201221","20221206","20221206","H01R 13/62 | H05K  7/12 | B60R 16/02 | B60R 16/023 | H01R 12/77 | H01R 13/518 | H01R 13/631 | H02G  1/06 | H02G  3/32 | H01R 12/70 | H05K  7/04","H01R","H05K7/12 | B60R16/0207 | B60R16/0239 | H01R12/771 | H01R13/518 | H01R13/631 | H02G1/06 | H02G3/32 | H01R12/7082 | H01R2201/26 | H05K7/04","H05K7","19","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Peterson; David R. | Bilas; Jared | Seifert; Kurt P. | Campbell; Jeffrey S. | Weber, Jr.; Wesley W. | Schaefer; Christian","Peterson","31","0","0","31","0","0","有效","3","21",
"US11521059B2","US16/373939","Device and a method for processing data sequences using a convolutional neural network","20190403","20221206","20221206","G06T  7/70 | G06N  3/08 | G06N  3/04 | G06V 10/44 | G06V 10/82 | G06T  7/73","G06T","G06N3/08 | G06N3/0445 | G06N3/0454 | G06T7/70 | G06T7/75 | G06V10/454 | G06V10/82","G06N3","20","Aptiv Technologies Limited","aptiv technologies","Zhu; Weimeng | Su; Yu | Nunn; Christian","Zhu","21","0","3","18","0","0","有效","3","13",
"US11519735B2","US17/081889","Vehicle navigation system and method","20201027","20221206","20221206","G01C 21/26 | H04N  5/272 | G01S  5/16 | G06T  7/70 | G08G  1/017 | G01C 21/36 | G01S  5/00 | G08G  1/04 | G08G  1/01 | G08G  1/0967","G01C","G01C21/26 | G01C21/3602 | G01S5/0063 | G01S5/16 | G06T7/70 | G08G1/0116 | G08G1/0175 | G08G1/04 | G08G1/096783 | H04N5/272","G01C21","20","Aptiv Technologies Limited","aptiv technologies","Agarwal; Divya | Nagaraja; Keerthi Raj | Laur; Michael H. | Hilnbrand; Brian R.","Agarwal","33","0","1","32","0","0","有效","6","9",
"US11518868B2","US17/089076","Laser transmissive compositions and related methods","20201104","20221206","20221206","C08K 13/02 | C08K  5/00 | C08K  3/10 | C08L 67/02 | C08L 35/02 | C08K  3/22 | C08K  7/20 | B32B 37/06 | C08K  7/14 | C08K  5/053","C08K","C08K13/02 | B32B37/06 | C08K3/10 | C08K3/22 | C08K5/005 | C08K7/14 | C08K7/20 | C08L35/02 | C08L67/02 | B32B2310/0843 | C08K5/0083 | C08K5/053 | C08K2201/014 | C08L2666/54","C08K13","20","APTIV LIMITED TECHNOLOGIES","aptiv","Richmond; Zach","Richmond","14","0","0","14","0","0","有效","3","17",
"US11517957B2","US17/168492","Apparatus and method for center twisting wires","20210205","20221206","20221206","B21F  7/00","B21F","B21F7/00","B21F7","18","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Ciapala; Frank A. | Handel; Jeffrey M.","Ciapala","34","0","0","34","0","0","有效","8","11",
"US11515678B2","US16/952753","Splice connector","20201119","20221129","20221129","H01R  4/66 | H01R 25/00 | H01R 13/504 | H01R 43/02","H01R","H01R25/003 | H01R13/504 | H01R43/0207","H01R25","20","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Kightlinger; John | Bizon; Don E. | Mellott; Michael L.","Kightlinger","13","0","0","13","0","0","有效","3","11",
"US11515660B2","US17/015584","Electrical connector assembly with retaining device","20200909","20221129","20221129","H01R 13/506 | H01R 13/422 | H01R 13/508","H01R","H01R13/506 | H01R13/4223 | H01R13/508 | H01R2201/26","H01R13","17","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Aleman; Jose Alberto Davila | Penn; Matthew L.","Aleman","35","0","1","34","0","0","有效","3","16",
"US11511753B2","US17/080016","Driving surface friction characteristic determination","20201026","20221129","20221129","B60W 40/068 | B60W 30/02","B60W","B60W40/068 | B60W30/02 | B60W2420/52 | B60W2520/06 | B60W2520/105 | B60W2520/26 | B60W2520/28 | B60W2530/20","B60W40","14","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Schiffmann; Jan | Clasen; Henrik | Schwartz; David Aaron | Somanath; Amith","Schiffmann","13","0","0","13","0","0","有效","3","11",
"US11511636B2","US16/801245","Electrical connector assembly with liquid cooling features","20200226","20221129","20221129","B60L 53/16 | B60L 53/302 | H01R 13/00 | H01R 13/512 | H01R 13/35","B60L","B60L53/16 | B60L53/302 | H01R13/005 | H01R13/35 | H01R13/512","B60L53","21","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Mathews; Thomas | Bizon; Don E. | Lovitz; William C. | Durse; Nicholas A. | Iler; Troy A.","Mathews","22","0","1","21","0","0","有效","3","8",
"US11509640B2","US16/850328","Method for protecting an electronic control unit","20200416","20221122","20221122","H04L  9/40 | H04W  4/44 | G06F 12/14 | H04L  9/00 | H04L  9/08 | H04N 21/443 | G06F 21/12 | G06F 21/57 | G06F 21/74 | G06F 21/44","H04L","H04L63/06 | G06F12/1433 | G06F21/12 | G06F21/575 | G06F21/74 | H04L9/006 | H04L9/0825 | H04N21/4432 | H04W4/44 | G06F21/44","H04L63","14","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Hars; Aurelien | Baydoun; Hussein","Hars","14","0","0","14","0","0","有效","4","13",
"US11509035B2","US17/375145","Waveguide antenna with integrated temperature management","20210714","20221122","20221122","H01Q  1/02 | H01Q  1/22 | H01Q 13/00 | H05K  7/20","H01Q","H01Q1/02 | H01Q1/22 | H01Q13/00 | H05K7/2029","H01Q1","15","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Brandenburg; Scott D. | Zimmerman; David W. | Shi; Shawn","Brandenburg","26","0","2","24","0","0","有效","5","7",
"US11506541B2","US16/722653","Temperature monitoring device","20191220","20221122","20221122","G01K  1/02 | G01K  1/024 | G01K  7/22 | G01K 13/00 | H01R 13/66","G01K","G01K1/026 | G01K1/024 | G01K7/22 | G01K13/00 | H01R13/6683","G01K1","18","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Borin; Boris","Borin","20","0","0","20","0","0","有效","5","14",
"US11506511B2","US17/093357","Method for determining the position of a vehicle","20201109","20221122","20221122","G01C 21/00","G01C","G01C21/3811 | G01C21/387 | G01C21/3848","G01C21","20","Aptiv Technologies Limited","aptiv technologies","Lessmann; Stephanie | Pishehvari; Ahmad","Lessmann","35","0","6","29","0","0","有效","3","22",
"US11502444B2","US17/127135","Electrical connector assembly having a male blade stabilizer with integrated primary lock reinforcement","20201218","20221115","20221115","H01R 13/436 | H01R 13/502 | H01R 43/20","H01R","H01R13/4368 | H01R13/502 | H01R43/20","H01R13","18","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Sundarakrishnamachari; Rangarajan | Jogula; Sivakumar | Higgins; Shawna","Sundarakrishnamachari","12","0","1","11","0","0","有效","3","19",
"US11502420B2","US17/234337","Twin line fed dipole array antenna","20210419","20221115","20221115","H01Q 21/00 | H01Q 21/06 | H01Q  1/24 | H01Q  1/32 | H01Q  9/28 | H01Q 19/02","H01Q","H01Q21/062 | H01Q1/247 | H01Q1/3233 | H01Q9/285 | H01Q19/028 | H01Q21/0037","H01Q21","20","Aptiv Technologies Limited","aptiv technologies","Li; Mingjian","Li","98","0","5","93","0","0","有效","15","13",
"US11500083B2","US16/241404","Method for determining the position of a vehicle","20190107","20221115","20221115","G01S 13/06 | B60W 40/105 | B60W 40/114 | G01S 13/50","G01S","G01S13/06 | B60W40/105 | B60W40/114 | G01S13/50","G01S13","20","Aptiv Technologies Limited","aptiv technologies","Pishehvari; Ahmad | Lessmann; Stephanie | Iurgel; Uri | Roese-Koerner; Lutz","Pishehvari","25","0","5","20","0","0","有效","5","30",
"US11498556B2","US16/807513","Side collision risk estimation system for a vehicle","20200303","20221115","20221115","B60W 30/095 | B60W 40/105","B60W","B60W30/0956 | B60W40/105 | B60W2420/42 | B60W2420/52 | B60W2520/06 | B60W2520/10 | B60W2552/53 | B60W2554/4042 | B60W2554/4044 | B60W2554/801","B60W30","8","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Wallin; John Patrik","Wallin","13","0","0","13","0","0","有效","4","31",
"US11495914B2","US17/381582","Connector assembly with sealed symmetrical split lever","20210721","20221108","20221108","H01R 13/639 | H01R 13/629 | H01R 13/641 | H01R 13/52 | H01R 13/502","H01R","H01R13/62955 | H01R13/502 | H01R13/521 | H01R13/62938 | H01R13/639 | H01R13/641","H01R13","20","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Dobernig; Norbert | Schmidt; Rainer | Ramakrishnan; Prasanna | Manne; Ramakrishna","Dobernig","10","0","0","10","0","0","有效","7","15",
"US11495908B2","US17/062095","Electrical connector assembly with liquid cooling features","20201002","20221108","20221108","H01R 13/502 | H01R 13/52 | H01R 13/447","H01R","H01R13/502 | H01R13/447 | H01R13/5202","H01R13","13","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Mathews; Thomas | Bizon; Don E. | Lovitz; William C. | Durse; Nicholas A.","Mathews","46","0","2","44","0","0","有效","3","17",
"US11491928B2","US16/913057","Connector including a shell with an orientable conduit and a method for mounting a connector","20200626","20221108","20221108","B60R 16/02 | H02G  3/04 | H02G  3/06","B60R","B60R16/0215 | H02G3/0487 | H02G3/0608 | B60K2370/44","B60R16","13","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Menez; Fr&amp;#xe9;d&amp;#xe9;ric | Ramakrishnan; Prasanna | Manne; Rama krishna","Menez","13","0","0","13","0","0","有效","5","21",
"US11489304B2","US17/103237","Electrical junction box and method of manufacture","20201124","20221101","20221101","H01R 43/00 | H01R  4/04 | H01R  4/28 | H01R 43/28 | H02G 15/013 | H02G 15/113 | H02G 15/117","H01R","H01R43/005 | H01R4/04 | H01R4/28 | H01R43/28 | H02G15/013 | H02G15/113 | H02G15/117","H01R43","5","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Patz; Olaf | Olek; Pawel | Momot; Piotr | Lesniak; Wojciech","Patz","8","0","0","8","0","0","有效","4","21",
"US11489286B2","US17/171083","Electrical connector with a mate assist system","20210209","20221101","20221101","H01R 13/62 | H01R 13/629","H01R","H01R13/62922 | H01R13/62927","H01R13","14","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Menez; Fr&amp;#xe9;d&amp;#xe9;ric | Fabre; Jean","Menez","19","0","0","19","0","0","有效","4","25",
"US11489284B2","US16/985053","Connector for watertight connection","20200804","20221101","20221101","H01R 13/627 | H01R 13/52 | H01R 13/04 | H01R 13/502 | H01R 13/639","H01R","H01R13/5202 | H01R13/04 | H01R13/502 | H01R13/521 | H01R13/639 | H01R2201/26","H01R13","20","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Regnier; Vincent | Odoerfer; Frank | Neubert; Christian","Regnier","35","0","0","35","0","0","有效","4","17",
"US11485359B2","US17/185920","Warning system for a host automotive vehicle","20210225","20221101","20221101","B60W 30/095 | H04W  4/46 | H04W  4/90 | B60Q  1/50 | B60W 30/18 | B60W 40/04 | B60W 50/00 | G06N  7/00","B60W","B60W30/0956 | B60Q1/525 | B60W30/18154 | B60W40/04 | B60W50/0097 | G06N7/005 | H04W4/46 | H04W4/90 | B60W2554/80","B60W30","20","Aptiv Technologies Limited","aptiv technologies","Sasin; Dominik | Borkowski; Dariusz","Sasin","29","0","0","29","0","0","有效","3","35",
"US11482843B2","US16/594564","Process of manufacturing an electrical wiring assembly and electrical wiring assembly manufactured by said process","20191007","20221025","20221025","H01R 43/16 | H02G  1/00 | H01B 13/06 | H02G 15/02","H01R","H02G1/005 | H01B13/06 | H01R43/16 | H02G15/02 | Y10T29/49204","H02G1","17","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Peterson; David R. | Krompegel; Sean P. | Weidner; Jonathan D.","Peterson","21","0","1","20","0","0","有效","6","14",
"US11482388B2","US17/177983","Switch assembly","20210217","20221025","20221025","H01H 13/14 | H01H 13/04 | H01H 13/20","H01H","H01H13/14 | H01H13/04 | H01H13/20","H01H13","20","Aptiv Technologies Limited","aptiv technologies","Mucha; Rafal | Bohdan; Lukasz | Lipka; Janusz","Mucha","11","0","0","11","0","0","有效","4","9",
"US11480662B2","US16/788546","Fast-scanning frequency-modulated continuous wave (FMCW) lidar systems","20200212","20221025","20221025","G01S  7/484 | G01S 17/931 | G01S 17/32 | G01S 17/58","G01S","G01S7/484 | G01S17/32 | G01S17/58 | G01S17/931","G01S7","20","Aptiv Technologies Limited","aptiv technologies","Fu; Geng | Haddadpour; Ali | Rainko; Denis | Dietz; Roman","Fu","24","0","4","20","0","0","有效","3","18",
"US11476706B2","US16/990346","Wireless device charger with cooling device","20200811","20221018","20221018","H02J 50/00 | B60R 16/03 | H02J  7/00 | H02J 50/10","H02J","H02J50/005 | B60R16/03 | H02J7/0042 | H02J50/10","H02J50","18","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Pinkos; Andrew F. | Mecca; John | Powell, Jr.; George W.","Pinkos","18","0","0","18","0","0","有效","3","16",
"US11474224B2","US17/157301","Detection system","20210125","20221018","20221018","G01S 13/08 | G01S 17/08 | G01S  7/48 | G01S  7/41 | G01S 13/88 | G01S  7/292 | G01S 13/87 | B60D  1/24 | G01S 17/87 | G01S 17/88 | G01S 13/931","G01S","G01S13/08 | B60D1/245 | G01S7/2927 | G01S7/411 | G01S7/412 | G01S7/4802 | G01S13/878 | G01S13/88 | G01S17/08 | G01S17/87 | G01S17/88 | G01S2013/9323 | G01S2013/93272","G01S13","20","Aptiv Technologies Limited","aptiv technologies","Wang; Yu | Ma; Liang | Cashler; Robert J.","Wang","127","0","14","113","0","0","有效","8","17",
"US11474041B2","US17/241155","Sensor for monitoring the physical state of a vehicle occupant","20210427","20221018","20221018","G01J  3/44 | G01N 21/65 | G01N 21/01","G01J","G01N21/65 | G01N21/01 | G01N2201/129 | G01N2201/13","G01N21","17","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Richmond; Zachary J. | Rubino; Evangelia | Seidler; Robert J.","Richmond","12","0","0","12","0","0","有效","5","5",
"US11469557B2","US16/940619","Coaxial electrical connector","20200728","20221011","20221011","H01R 24/56 | H01R 43/28 | H01R103/00","H01R","H01R24/56 | H01R43/28 | H01R2103/00","H01R24","15","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Morello; John R. | Rainey; James M.","Morello","26","0","3","23","0","0","有效","3","11",
"US11467250B2","US16/776882","Scalable cascading radar system","20200130","20221011","20221011","G01S  7/03 | G01S  7/282 | G01S 13/931 | H04B  7/0413","G01S","G01S7/032 | G01S7/282 | G01S13/931 | H04B7/0413","G01S7","20","Aptiv Technologies Limited","aptiv technologies","Li; Zhengzheng","Li","32","0","0","32","0","0","有效","3","16",
"US11462875B2","US17/123840","Barrel crimp retention feature for connector with braided wire","20201216","20221004","20221004","H01R 43/048 | H01B  7/22 | H01R 24/56","H01R","H01R43/048 | H01B7/228 | H01R24/568 | H01R2201/26","H01R43","19","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Schuster; James P. | Palm; William J. | Messuri; Michael | Bilas; Jared | Messuri; Dominic A. | Jones; Leslie","Schuster","14","0","0","14","0","0","有效","4","18",
"US11462861B2","US16/970303","Electrical shielding member for a network connector","20190204","20221004","20221004","H01R 13/6581 | H01R  4/18 | H01R 13/506 | H01R 13/6592 | H01R 43/048 | H01R 43/20 | H01R 13/6591","H01R","H01R13/6581 | H01R4/184 | H01R13/506 | H01R13/6592 | H01R43/048 | H01R43/20 | H01R13/65912 | H01R2201/04","H01R13","17","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Droesbeke; Gert | Staab; Christian | Kurpiela; Andreas","Droesbeke","15","0","2","13","0","0","有效","7","23",
"US11462854B2","US17/064946","Electrical connector with a mounting flange and method of assembling same","20201007","20221004","20221004","H01R 13/59 | H01R 13/52 | H01R 13/73 | H01R 13/74 | H01R 43/20 | H01R 13/623","H01R","H01R13/59 | H01R13/52 | H01R13/5219 | H01R13/73 | H01R13/748 | H01R43/20 | H01R13/623","H01R13","17","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Volpone; Thomas A. | George; Terry A. | Lovitz; William C. | Haverkate; Eric","Volpone","6","0","0","6","0","0","有效","5","9",
"US11456563B2","US17/109856","Electromagnetic shield for an electrical terminal with integral spring contact arms","20201202","20220927","20220927","H01R 13/6582 | H01R  4/48 | H01R 13/635 | H01R 13/508 | H01R  4/16","H01R","H01R13/6582 | H01R4/16 | H01R4/48 | H01R13/508 | H01R13/635","H01R13","12","APTIV TECHNOLOGIES LIMITED","aptiv technologies","Messuri; Michael D. | Morello; John R. | Rainey; James M.","Messuri","55","0","0","55","0","0","有效","8","18",
